date,oi,nc_l,nc_s,nc_sp,c_l,c_s,nr_l,nr_s,nc_net,c_net,nr_net,nc_l_chg,nc_s_chg,c_l_chg,c_s_chg
2013-10-08,814946,272709,99639,52733,403292,608138,86212,54436,173070,-204846,31776,24409,-11669,1298,43344
2013-10-15,820355,282109,92697,48010,404636,631856,85600,47792,189412,-227220,37808,9400,-6942,1344,23718
2013-10-22,830021,283117,88547,50092,404748,647277,92064,44105,194570,-242529,47959,1008,-4150,112,15421
2013-10-29,824363,286598,88386,52395,401334,638274,84036,45308,198212,-236940,38728,3481,-161,-3414,-9003
2013-11-05,816554,282487,87994,52965,397729,626123,83373,49472,194493,-228394,33901,-4111,-392,-3605,-12151
2013-11-12,805734,257848,78798,65255,403006,609276,79625,52405,179050,-206270,27220,-24639,-9196,5277,-16847
2013-11-19,807915,241561,75106,77599,413247,598710,75508,56500,166455,-185463,19008,-16287,-3692,10241,-10566
2013-11-26,784900,233767,85120,71279,411613,564424,68241,64077,148647,-152811,4164,-7794,10014,-1634,-34286
2013-12-03,769550,218324,104068,69641,408367,522407,73218,73434,114256,-114040,-216,-15443,18948,-3246,-42017
2013-12-10,808723,226854,155575,74370,432486,500213,75013,78565,71279,-67727,-3552,8530,51507,24119,-22194
2013-12-17,821697,238474,199659,70932,435603,467028,76688,84078,38815,-31425,-7390,11620,44084,3117,-33185
2013-12-24,832792,246553,212586,72250,433901,462560,80088,85396,33967,-28659,-5308,8079,12927,-1702,-4468
2013-12-31,829964,245192,211903,76057,428456,457507,80259,84497,33289,-29051,-4238,-1361,-683,-5445,-5053
2014-01-07,838113,246423,219537,83251,427912,449516,80527,85809,26886,-21604,-5282,1231,7634,-544,-7991
2014-01-14,819167,246739,241611,69011,426925,419026,76492,89519,5128,7899,-13027,316,22074,-987,-30490
2014-01-21,825219,243808,244709,79342,425567,408422,76502,92746,-901,17145,-16244,-2931,3098,-1358,-10604
2014-01-28,840563,252456,258730,75574,429313,410220,83220,96039,-6274,19093,-12819,8648,14021,3746,1798
2014-02-04,852157,249418,234862,95690,431985,440328,75064,81277,14556,-8343,-6213,-3038,-23868,2672,30108
2014-02-11,850386,241222,225167,88904,437290,457277,82970,79038,16055,-19987,3932,-8196,-9695,5305,16949
2014-02-18,844131,235474,210862,90333,429171,469160,89153,73776,24612,-39989,15377,-5748,-14305,-8119,11883
2014-02-25,813934,247898,165051,73682,411573,509469,80781,65732,82847,-97896,15049,12424,-45811,-17598,40309
2014-03-04,787953,239036,119374,82886,387192,524183,78839,61510,119662,-136991,17329,-8862,-45677,-24381,14714
2014-03-11,792621,245308,98423,84164,383765,545698,79384,64336,146885,-161933,15048,6272,-20951,-3427,21515
2014-03-18,785760,243858,89948,76956,392198,557726,72748,61130,153910,-165528,11618,-1450,-8475,8433,12028
2014-03-25,782587,243961,91749,70669,398665,556021,69292,64148,152212,-157356,5144,103,1801,6467,-1705
2014-04-01,784653,240024,78255,79988,391972,563716,72669,62694,161769,-171744,9975,-3937,-13494,-6693,7695
2014-04-08,786639,240438,75490,90539,384995,558680,70667,61930,164948,-173685,8737,414,-2765,-6977,-5036
2014-04-15,781150,239299,80499,80719,392064,558802,69068,61130,158800,-166738,7938,-1139,5009,7069,122
2014-04-22,798363,244131,80892,83523,400344,571221,70365,62727,163239,-170877,7638,4832,393,8280,12419
2014-04-29,789475,251029,81055,81958,386114,569197,70374,57265,169974,-183083,13109,6898,163,-14230,-2024
2014-05-06,782434,252127,83954,84722,377028,551255,68557,62503,168173,-174227,6054,1098,2899,-9086,-17942
2014-05-13,807765,260268,83620,94474,384585,567977,68438,61694,176648,-183392,6744,8141,-334,7557,16722
2014-05-20,823802,265456,75272,93144,388524,599253,76678,56133,190184,-210729,20545,5188,-8348,3939,31276
2014-05-27,823724,257066,92912,101530,393608,561632,71520,67650,164154,-168024,3870,-8390,17640,5084,-37621
2014-06-03,850114,261890,93704,107622,405724,574802,74878,73986,168186,-169078,892,4824,792,12116,13170
2014-06-10,872550,263562,119584,128703,403403,544001,76882,80262,143978,-140598,-3380,1672,25880,-2321,-30801
2014-06-17,866264,250903,137543,134391,403012,511718,77958,82612,113360,-108706,-4654,-12659,17959,-391,-32283
2014-06-24,879261,268057,86199,134936,398744,588783,77524,69343,181858,-190039,8181,17154,-51344,-4268,77065
2014-07-01,844150,272551,94835,125795,379645,557010,66159,66510,177716,-177365,-351,4494,8636,-19099,-31773
2014-07-08,835680,254596,116086,133048,382059,517891,65977,68655,138510,-135832,-2678,-17955,21251,2414,-39119
2014-07-15,824652,249900,148570,133342,380212,467706,61198,75034,101330,-87494,-13836,-4696,32484,-1847,-50185
2014-07-22,857950,251199,170844,149130,395795,461487,61826,76489,80355,-65692,-14663,1299,22274,15583,-6219
2014-07-29,854026,252137,191475,140161,399858,441815,61870,80575,60662,-41957,-18705,938,20631,4063,-19672
2014-08-05,864912,266410,217851,137810,398058,430875,62634,78376,48559,-32817,-15742,14273,26376,-1800,-10940
2014-08-12,887972,272169,234330,140925,407998,433316,66880,79401,37839,-25318,-12521,5759,16479,9940,2441
2014-08-19,895368,276483,251871,138951,414426,426565,65508,77981,24612,-12139,-12473,4314,17541,6428,-6751
2014-08-26,894888,279352,242760,126672,422197,444887,66667,80569,36592,-22690,-13902,2869,-9111,7771,18322
2014-09-02,892598,284050,240097,124246,417915,450907,66387,77348,43953,-32992,-10961,4698,-2663,-4282,6020
2014-09-09,892171,286377,245464,103026,441127,467078,61641,76603,40913,-25951,-14962,2327,5367,23212,16171
2014-09-16,824175,247477,232749,86378,427631,427600,62689,77448,14728,31,-14759,-38900,-12715,-13496,-39478
2014-09-23,836077,254971,246248,73249,450802,442807,57055,73773,8723,7995,-16718,7494,13499,23171,15207
2014-09-30,784342,261721,252076,63223,405312,394201,54086,74842,9645,11111,-20756,6750,5828,-45490,-48606
2014-10-07,757467,246382,229547,64884,388637,391134,57564,71902,16835,-2497,-14338,-15339,-22529,-16675,-3067
2014-10-14,759415,244805,230478,64883,392473,396681,57254,67373,14327,-4208,-10119,-1577,931,3836,5547
2014-10-21,752545,245830,230377,52850,393815,400583,60050,68735,15453,-6768,-8685,1025,-101,1342,3902
2014-10-28,777467,254603,241905,60920,401417,406077,60527,68565,12698,-4660,-8038,8773,11528,7602,5494
2014-11-04,798420,255496,249255,54621,425979,420402,62324,74142,6241,5577,-11818,893,7350,24562,14325
2014-11-11,809762,261525,253016,53405,425592,435156,69240,68185,8509,-9564,1055,6029,3761,-387,14754
2014-11-18,816091,262975,248298,58573,426596,439891,67947,69329,14677,-13295,-1382,1450,-4718,1004,4735
2014-11-25,825980,266906,233015,67828,425712,453437,65534,71700,33891,-27725,-6166,3931,-15283,-884,13546
2014-12-02,836657,267712,260829,67421,438357,436498,63167,71909,6883,1859,-8742,806,27814,12645,-16939
2014-12-09,820007,259348,261220,55693,441791,425984,63175,77110,-1872,15807,-13935,-8364,391,3434,-10514
2014-12-16,825145,242939,254847,59784,459153,432220,63269,78294,-11908,26933,-15025,-16409,-6373,17362,6236
2014-12-23,820513,243104,249993,66315,448441,429211,62653,74994,-6889,19230,-12341,165,-4854,-10712,-3009
2014-12-30,834430,246432,258568,71204,454228,431225,62566,73433,-12136,23003,-10867,3328,8575,5787,2014
2015-01-06,841420,247711,258310,73983,450931,435043,68795,74084,-10599,15888,-5289,1279,-258,-3297,3818
2015-01-13,818125,246320,237887,65155,435866,440565,70784,74518,8433,-4699,-3734,-1391,-20423,-15065,5522
2015-01-20,815626,245303,214917,65699,432576,473189,72048,61821,30386,-40613,10227,-1017,-22970,-3290,32624
2015-01-27,823104,241699,170291,75531,438758,509566,67116,67716,71408,-70808,-600,-3604,-44626,6182,36377
2015-02-03,853527,240921,204454,86781,463526,497856,62299,64436,36467,-34330,-2137,-778,34163,24768,-11710
2015-02-10,864567,240555,204961,84101,469309,505676,70602,69829,35594,-36367,773,-366,507,5783,7820
2015-02-17,857342,239236,184870,81570,459263,519749,77273,71153,54366,-60486,6120,-1319,-20091,-10046,14073
2015-02-24,836197,241545,208243,76894,441265,479199,76493,71861,33302,-37934,4632,2309,23373,-17998,-40550
2015-03-03,819751,246737,253672,73225,424642,419748,75147,73106,-6935,4894,2041,5192,45429,-16623,-59451
2015-03-10,847114,265284,264161,72569,435800,434369,73461,76015,1123,1431,-2554,18547,10489,11158,14621
2015-03-17,864924,252965,253542,80780,456192,450936,74987,79666,-577,5256,-4679,-12319,-10619,20392,16567
2015-03-24,883334,252243,262859,96971,460387,441432,73733,82072,-10616,18955,-8339,-722,9317,4195,-9504
2015-03-31,903521,254869,271542,96748,478904,450521,73000,84710,-16673,28383,-11710,2626,8683,18517,9089
2015-04-07,936040,252461,265996,100724,506488,494490,76367,74830,-13535,11998,1537,-2408,-5546,27584,43969
2015-04-14,893089,250609,237700,89317,471270,486852,81893,79220,12909,-15582,2673,-1852,-28296,-35218,-7638
2015-04-21,853491,234602,227874,80221,459168,470993,79500,74403,6728,-11825,5097,-16007,-9826,-12102,-15859
2015-04-28,834880,237179,193960,79077,442001,499317,76623,62526,43219,-57316,14097,2577,-33914,-17167,28324
2015-05-05,808794,238061,202046,86188,414707,456088,69838,64472,36015,-41381,5366,882,8086,-27294,-43229
2015-05-12,849346,242083,177452,89103,443495,521927,74665,60864,64631,-78432,13801,4022,-24594,28788,65839
2015-05-19,865099,245570,190073,90976,451897,515320,76656,68730,55497,-63423,7926,3487,12621,8402,-6607
2015-05-26,891727,255744,224454,97154,458647,493418,80182,76701,31290,-34771,3481,10174,34381,6750,-21902
2015-06-02,912450,267237,232245,107552,455237,496369,82424,76284,34992,-41132,6140,11493,7791,-3410,2951
2015-06-09,892859,262026,233614,102711,442087,481748,86035,74786,28412,-39661,11249,-5211,1369,-13150,-14621
2015-06-16,873992,251836,263414,88931,452631,440707,80594,80940,-11578,11924,-346,-10190,29800,10544,-41041
2015-06-23,865764,248057,270409,90909,446575,426540,80223,77906,-22352,20035,2317,-3779,6995,-6056,-14167
2015-06-30,838247,239238,233461,94855,432116,440652,72038,69279,5777,-8536,2759,-8819,-36948,-14459,14112
2015-07-07,790993,236496,202901,83271,401992,433355,69234,71466,33595,-31363,-2232,-2742,-30560,-30124,-7297
2015-07-14,794716,240805,172429,84184,396673,476098,73054,62005,68376,-79425,11049,4309,-30472,-5319,42743
2015-07-21,811703,242981,219937,86323,411847,433465,70552,71978,23044,-21618,-1426,2176,47508,15174,-42633
2015-07-28,819269,249347,234204,90986,408557,421458,70379,72621,15143,-12901,-2242,6366,14267,-3290,-12007
2015-08-04,824041,243607,237035,94323,413375,418476,72736,74207,6572,-5101,-1471,-5740,2831,4818,-2982
2015-08-11,843937,242951,244280,102724,427881,422842,70381,74091,-1329,5039,-3710,-656,7245,14506,4366
2015-08-18,851159,242238,251889,111488,429838,418500,67595,69282,-9651,11338,-1687,-713,7609,1957,-4342
2015-08-25,835978,238244,249519,109079,421395,408607,67260,68773,-11275,12788,-1513,-3994,-2370,-8443,-9893
2015-09-01,818040,230003,215866,102593,418584,433233,66860,66348,14137,-14649,512,-8241,-33653,-2811,24626
2015-09-08,817130,224551,173980,96225,421365,481001,74989,65924,50571,-59636,9065,-5452,-41886,2781,47768
2015-09-15,781009,212765,155995,74432,414596,488483,79216,62099,56770,-73887,17117,-11786,-17985,-6769,7482
2015-09-22,770935,215916,170101,70164,418946,464166,65909,66504,45815,-45220,-595,3151,14106,4350,-24317
2015-09-29,750053,214717,134816,72182,398655,489831,64499,53224,79901,-91176,11275,-1199,-35285,-20291,25665
2015-10-06,743349,213865,83340,76926,386603,533063,65955,50020,130525,-146460,15935,-852,-51476,-12052,43232
2015-10-13,742311,232455,73548,64295,373215,561205,72346,43263,158907,-187990,29083,18590,-9792,-13388,28142
2015-10-20,756639,240225,75769,72934,365987,560641,77493,47295,164456,-194654,30198,7770,2221,-7228,-564
2015-10-27,801494,248315,76330,77329,394844,600724,81006,47111,171985,-205880,33895,8090,561,28857,40083
2015-11-03,827353,257996,72638,74397,406867,636650,88093,43668,185358,-229783,44425,9681,-3692,12023,35926
2015-11-10,834411,250539,79407,86934,414584,631744,82354,36326,171132,-217160,46028,-7457,6769,7717,-4906
2015-11-17,838081,246718,73708,86298,416624,628967,88441,49108,173010,-212343,39333,-3821,-5699,2040,-2777
2015-11-24,861967,265054,70578,91936,411004,653419,93973,46034,194476,-242415,47939,18336,-3130,-5620,24452
2015-12-01,863941,262940,66455,92724,415150,661063,93127,43699,196485,-245913,49428,-2114,-4123,4146,7644
2015-12-08,864728,266263,60541,92545,408295,664576,97625,47066,205722,-256281,50559,3323,-5914,-6855,3513
2015-12-15,846065,249158,56243,92417,414689,649445,89801,47960,192915,-234756,41841,-17105,-4298,6394,-15131
2015-12-22,867617,252100,55420,99569,425806,671667,90142,40961,196680,-245861,49181,2942,-823,11117,22222
2015-12-29,859958,246059,53997,102341,423281,662039,88277,41581,192062,-238758,46696,-6041,-1423,-2525,-9628
2016-01-05,868697,250492,60449,102222,430993,662912,84990,43114,190043,-231919,41876,4433,6452,7712,873
2016-01-12,852726,231898,65262,100289,437791,640042,82748,47133,166636,-202251,35615,-18594,4813,6798,-22870
2016-01-19,868576,236461,61083,105687,438626,660754,87802,41052,175378,-222128,46750,4563,-4179,835,20712
2016-01-26,884344,224652,70033,121616,457093,646359,80983,46336,154619,-189266,34647,-11809,8950,18467,-14395
2016-02-02,877254,199504,93918,110069,490745,616046,76936,57221,105586,-125301,19715,-25148,23885,33652,-30313
2016-02-09,862851,195422,111416,110268,480679,572961,76482,68206,84006,-92282,8276,-4082,17498,-10066,-43085
2016-02-16,822756,193540,115283,92968,461623,543848,74625,70657,78257,-82225,3968,-1882,3867,-19056,-29113
2016-02-23,798205,195073,128425,95742,437529,514994,69861,59044,66648,-77465,10817,1533,13142,-24094,-28854
2016-03-01,752262,184697,98185,91124,410316,513762,66125,49191,86512,-103446,16934,-10376,-30240,-27213,-1232
2016-03-08,751073,174952,62593,97050,403068,542426,76003,49004,112359,-139358,26999,-9745,-35592,-7248,28664
2016-03-15,768590,199349,61690,86916,398922,574984,83403,45000,137659,-176062,38403,24397,-903,-4146,32558
2016-03-22,827890,237051,62452,90176,405266,626989,95397,48273,174599,-221723,47124,37702,762,6344,52005
2016-03-29,865776,258383,69263,101852,408621,649698,96920,44963,189120,-241077,51957,21332,6811,3355,22709
2016-04-05,865816,259853,73618,98535,415351,647924,92077,45739,186235,-232573,46338,1470,4355,6730,-1774
2016-04-12,840440,237875,75115,89749,428613,629542,84203,46034,162760,-200929,38169,-21978,1497,13262,-18382
2016-04-19,800540,225749,59207,78870,404487,615749,91434,46714,166542,-211262,44720,-12126,-15908,-24126,-13793
2016-04-26,772450,241124,51143,74892,366329,604781,90105,41634,189981,-238452,48471,15375,-8064,-38158,-10968
2016-05-03,789143,261390,54891,74814,358945,620603,93994,38835,206499,-261658,55159,20266,3748,-7384,15822
2016-05-10,805306,297398,65622,77492,346692,625433,83724,36759,231776,-278741,46965,36008,10731,-12253,4830
2016-05-17,848078,310859,58525,83855,356834,663360,96530,42338,252334,-306526,54192,13461,-7097,10142,37927
2016-05-24,868549,309409,59055,90782,373264,674558,95094,44154,250354,-301294,50940,-1450,530,16430,11198
2016-05-31,895498,311304,55945,97628,389376,700608,97190,41317,255359,-311232,55873,1895,-3110,16112,26050
2016-06-07,899793,318851,63177,89892,389573,706893,101477,39831,255674,-317320,61646,7547,7232,197,6285
2016-06-14,940081,328829,66760,92533,413629,737165,105090,43623,262069,-323536,61467,9978,3583,24056,30272
2016-06-21,899424,349725,32409,62485,392812,767114,94402,37416,317316,-374302,56986,20896,-34351,-20817,29949
2016-06-28,855761,346059,32988,57218,363089,729596,89395,35959,313071,-366507,53436,-3666,579,-29723,-37518
2016-07-05,842090,340083,36450,62337,346402,713032,93268,30271,303633,-366630,62997,-5976,3462,-16687,-16564
2016-07-12,840414,338562,36127,68538,343891,705803,89423,29946,302435,-361912,59477,-1521,-323,-2511,-7229
2016-07-19,832463,332870,35113,70116,338333,693214,91144,34020,297757,-354881,57124,-5692,-1014,-5558,-12589
2016-07-26,830909,330593,38638,69145,332041,682804,99130,40322,291955,-350763,58808,-2277,3525,-6292,-10410
2016-08-02,846754,336519,46724,73098,351678,687178,85459,39754,289795,-335500,45705,5926,8086,19637,4374
2016-08-09,866930,347273,49882,80344,346040,699645,93273,37059,297391,-353605,56214,10754,3158,-5638,12467
2016-08-16,883140,348427,51518,83769,363961,709715,86983,38138,296909,-345754,48845,1154,1636,17921,10070
2016-08-23,903799,367444,58163,88232,356743,716595,91380,40809,309281,-359852,50571,19017,6645,-7218,6880
2016-08-30,908026,369812,57140,89071,358970,719173,90173,42642,312672,-360203,47531,2368,-1023,2227,2578
2016-09-06,913475,352987,58775,100924,369807,713267,89757,40509,294212,-343460,49248,-16825,1635,10837,-5906
2016-09-13,889291,342038,48996,97525,356510,703716,93218,39054,293042,-347206,54164,-10949,-9779,-13297,-9551
2016-09-20,896638,360909,33980,91365,344766,734449,99598,36844,326929,-389683,62754,18871,-15016,-11744,30733
2016-09-27,857858,365849,36553,80291,314882,701822,96836,39192,329296,-386940,57644,4940,2573,-29884,-32627
2016-10-04,830713,365919,36982,82231,290293,678256,92270,33244,328937,-387963,59026,70,429,-24589,-23566
2016-10-11,833715,356168,42076,83181,297816,673985,96550,34473,314092,-376169,62077,-9751,5094,7523,-4271
2016-10-18,843124,349183,44463,93671,307009,671900,93261,33090,304720,-364891,60171,-6985,2387,9193,-2085
2016-10-25,852696,343440,44580,98586,320697,673998,89973,35532,298860,-353301,54441,-5743,117,13688,2098
2016-11-01,844926,320329,43722,102178,339924,659111,82495,39915,276607,-319187,42580,-23111,-858,19227,-14887
2016-11-08,845628,308701,38611,103304,347064,666320,86559,37393,270090,-319256,49166,-11628,-5111,7140,7209
2016-11-15,847421,294727,41822,107729,362347,656790,82618,41080,252905,-294443,41538,-13974,3211,15283,-9530
2016-11-22,819282,262752,46038,111569,367848,615976,77113,45699,216714,-248128,31414,-31975,4216,5501,-40814
2016-11-29,822246,254341,37808,119529,371861,619357,76515,45552,216533,-247496,30963,-8411,-8230,4013,3381
