date,prev,L,S,OI,net,dL,dS,dNet,dOI,dLpct,net_prev
2024-05-07,2024-04-30,176699,215195,757927,-38496,-1964,-18924,16960,27921,-0.2690388846119073,-55456
2024-05-14,2024-05-07,186123,200601,811202,-14478,9424,-14594,24018,53275,1.2433915139584684,-38496
2024-05-21,2024-05-14,186452,209104,842672,-22652,329,8503,-8174,31470,0.040557099218197196,-14478
2024-05-28,2024-05-21,192923,206231,857224,-13308,6471,-2873,9344,14552,0.767914443579471,-22652
2024-06-04,2024-05-28,191493,210983,862197,-19490,-1430,4752,-6182,4973,-0.16681754127275952,-13308
2024-06-11,2024-06-04,170650,214391,816292,-43741,-20843,3408,-24251,-45905,-2.417428963450348,-19490
2024-06-18,2024-06-11,163898,233910,832914,-70012,-6752,19519,-26271,16622,-0.8271549886560201,-43741
2024-06-25,2024-06-18,178948,277655,785868,-98707,15050,43745,-28695,-47046,1.8069092367279216,-70012
2024-07-02,2024-06-25,192777,296209,801468,-103432,13829,18554,-4725,15600,1.7597102821338952,-98707
2024-07-09,2024-07-02,190284,290451,819467,-100167,-2493,-5758,3265,17999,-0.31105421551453083,-103432
2024-07-16,2024-07-09,182886,288726,848361,-105840,-7398,-1725,-5673,28894,-0.9027819302058534,-100167
2024-07-23,2024-07-16,182017,284598,848558,-102581,-869,-4128,3259,197,-0.10243280867460905,-105840
2024-07-30,2024-07-23,185882,289757,858519,-103875,3865,5159,-1294,9961,0.45547858838170163,-102581
2024-08-06,2024-07-30,179708,276344,867892,-96636,-6174,-13413,7239,9373,-0.7191454120409682,-103875
2024-08-13,2024-08-06,184986,282194,834932,-97208,5278,5850,-572,-32960,0.6081401833407843,-96636
2024-08-20,2024-08-13,193238,279072,836407,-85834,8252,-3122,11374,1475,0.9883439609453225,-97208
2024-08-27,2024-08-20,206331,297297,778672,-90966,13093,18225,-5132,-57735,1.5653862294313654,-85834
2024-09-03,2024-08-27,203105,281983,770290,-78878,-3226,-15314,12088,-8382,-0.4142951075677564,-90966
2024-09-10,2024-09-03,201608,250725,742200,-49117,-1497,-31258,29761,-28090,-0.19434239052824262,-78878
2024-09-17,2024-09-10,195622,237485,737223,-41863,-5986,-13240,7254,-4977,-0.8065211533279439,-49117
2024-09-24,2024-09-17,192635,236561,748902,-43926,-2987,-924,-2063,11679,-0.40516912793008353,-41863
2024-10-01,2024-09-24,191970,227469,788383,-35499,-665,-9092,8427,39481,-0.08879666498420355,-43926
2024-10-08,2024-10-01,175197,199637,788099,-24440,-16773,-27832,11059,-284,-2.127519238745635,-35499
2024-10-15,2024-10-08,171690,192066,800441,-20376,-3507,-7571,4064,12342,-0.44499485470734007,-24440
2024-10-22,2024-10-15,168909,202093,827709,-33184,-2781,10027,-12808,27268,-0.3474334772956408,-20376
2024-10-29,2024-10-22,169227,223750,842931,-54523,318,21657,-21339,15222,0.038419299536431285,-33184
2024-11-05,2024-10-29,171446,226644,878000,-55198,2219,2894,-675,35069,0.26324811876654197,-54523
2024-11-12,2024-11-05,167806,254098,889101,-86292,-3640,27454,-31094,11101,-0.41457858769931666,-55198
2024-11-19,2024-11-12,182595,282141,897681,-99546,14789,28043,-13254,8580,1.6633655793886184,-86292
2024-11-26,2024-11-19,190201,293896,809215,-103695,7606,11755,-4149,-88466,0.8472943061065121,-99546
2024-12-03,2024-11-26,197806,319530,837769,-121724,7605,25634,-18029,28554,0.9397996824082597,-103695
2024-12-10,2024-12-03,202916,317644,872508,-114728,5110,-1886,6996,34739,0.6099533403599321,-121724
2024-12-17,2024-12-10,205963,332544,902311,-126581,3047,14900,-11853,29803,0.34922315898536177,-114728
2024-12-24,2024-12-17,210710,350960,937450,-140250,4747,18416,-13669,35139,0.5260935531097372,-126581
2024-12-31,2024-12-24,216963,344763,927271,-127800,6253,-6197,12450,-10179,0.6670222411861967,-140250
2025-01-07,2024-12-31,215018,347082,938695,-132064,-1945,2319,-4264,11424,-0.20975529268142754,-127800
2025-01-14,2025-01-07,215730,356557,965151,-140827,712,9475,-8763,26456,0.07584998322138714,-132064
2025-01-21,2025-01-14,216042,346739,991791,-130697,312,-9818,10130,26640,0.03232654786660326,-140827
2025-01-28,2025-01-21,208338,360018,1002373,-151680,-7704,13279,-20983,10582,-0.7767765587709508,-130697
2025-02-04,2025-01-28,200747,314545,995250,-113798,-7591,-45473,37882,-7123,-0.7573029201704355,-151680
2025-02-11,2025-02-04,187537,284632,941152,-97095,-13210,-29913,16703,-54098,-1.327304697312233,-113798
2025-02-18,2025-02-11,175341,244527,940949,-69186,-12196,-40105,27909,-203,-1.2958586923260005,-97095
2025-02-25,2025-02-18,161646,245396,798321,-83750,-13695,869,-14564,-142628,-1.45544551298742,-69186
2025-03-04,2025-02-25,165780,308384,865785,-142604,4134,62988,-58854,67464,0.5178368100049979,-83750
2025-03-11,2025-03-04,170365,323144,891410,-152779,4585,14760,-10175,25625,0.5295772045022725,-142604
2025-03-18,2025-03-11,174953,311911,913613,-136958,4588,-11233,15821,22203,0.5146902098921933,-152779
2025-03-25,2025-03-18,172498,322754,918351,-150256,-2455,10843,-13298,4738,-0.2687133392366352,-136958
2025-04-01,2025-03-25,178918,354236,979228,-175318,6420,31482,-25062,60877,0.6990791102748296,-150256
2025-04-08,2025-04-01,176842,347826,952315,-170984,-2076,-6410,4334,-26913,-0.21200374172307165,-175318
2025-04-15,2025-04-08,174450,330260,934172,-155810,-2392,-17566,15174,-18143,-0.25117739403453687,-170984
2025-04-22,2025-04-15,175755,335828,912774,-160073,1305,5568,-4263,-21398,0.13969590182535976,-155810
2025-04-29,2025-04-22,177543,379838,869595,-202295,1788,44010,-42222,-43179,0.1958863858961802,-160073
2025-05-06,2025-04-29,180683,378440,895519,-197757,3140,-1398,4538,25924,0.36108763274857836,-202295
2025-05-13,2025-05-06,179193,401627,945362,-222434,-1490,23187,-24677,49843,-0.16638396281932602,-197757
2025-05-20,2025-05-13,182544,387406,954551,-204862,3351,-14221,17572,9189,0.3544673892117517,-222434
2025-05-27,2025-05-20,171484,367825,933528,-196341,-11060,-19581,8521,-21023,-1.1586599354041847,-204862
2025-06-03,2025-05-27,172166,352950,934713,-180784,682,-14875,15557,1185,0.07305619113727707,-196341
2025-06-10,2025-06-03,164484,332151,903469,-167667,-7682,-20799,13117,-31244,-0.8218565484806567,-180784
2025-06-17,2025-06-10,163687,303766,869071,-140079,-797,-28385,27588,-34398,-0.08821553368184187,-167667
2025-06-24,2025-06-17,160870,260850,764208,-99980,-2817,-42916,40099,-104863,-0.32413922452826066,-140079
2025-07-01,2025-06-24,169950,270092,772186,-100142,9080,9242,-162,7978,1.188158197768147,-99980
2025-07-08,2025-07-01,179793,270296,786853,-90503,9843,204,9639,14667,1.2746928848748875,-100142
2025-07-15,2025-07-08,184508,287164,818650,-102656,4715,16868,-12153,31797,0.5992224723042296,-90503
2025-07-22,2025-07-15,197088,293508,853949,-96420,12580,6344,6236,35299,1.536676235265376,-102656
2025-07-29,2025-07-22,187844,309253,865449,-121409,-9244,15745,-24989,11500,-1.0825002429887498,-96420
2025-08-05,2025-07-29,191970,333495,930013,-141525,4126,24242,-20116,64564,0.47674675226385377,-121409
2025-08-12,2025-08-05,196243,342175,916526,-145932,4273,8680,-4407,-13487,0.45945594308896764,-141525
2025-08-19,2025-08-12,197812,350745,944751,-152933,1569,8570,-7001,28225,0.17118990623288374,-145932
2025-08-26,2025-08-19,206463,336992,847426,-130529,8651,-13753,22404,-97325,0.9156910127642099,-152933
2025-09-02,2025-08-26,204185,338047,832050,-133862,-2278,1055,-3333,-15376,-0.26881403213967947,-130529
2025-09-09,2025-09-02,212485,350706,879831,-138221,8300,12659,-4359,47781,0.9975362057568656,-133862
2025-09-16,2025-09-09,218230,348310,902882,-130080,5745,-2396,8141,23051,0.6529663083023899,-138221
2025-09-23,2025-09-16,223751,367067,916093,-143316,5521,18757,-13236,13211,0.6114863293320721,-130080
2025-09-30,2025-09-23,224744,368256,935251,-143512,993,1189,-196,19158,0.10839510835690264,-143316
2025-10-07,2025-09-30,228468,379835,979227,-151367,3724,11579,-7855,43976,0.3981818784476039,-143512
2025-10-14,2025-10-07,240339,409985,1047180,-169646,11871,30150,-18279,67953,1.212282749556538,-151367
2025-10-21,2025-10-14,238828,403546,1051648,-164718,-1511,-6439,4928,4468,-0.14429228976871217,-169646
2025-10-28,2025-10-21,240270,355207,1008748,-114937,1442,-48339,49781,-42900,0.13711812317429406,-164718
2025-11-04,2025-10-28,207578,316603,1004382,-109025,-32692,-38604,5912,-4366,-3.240849052488828,-114937
2025-11-10,2025-11-04,202064,289575,945543,-87511,-5514,-27028,21514,-58839,-0.5489943069469584,-109025
2025-11-18,2025-11-10,191336,253471,893822,-62135,-10728,-36104,25376,-51721,-1.1345861584296009,-87511
2025-11-25,2025-11-18,187382,253906,806095,-66524,-3954,435,-4389,-87727,-0.44236995732931167,-62135
2025-12-02,2025-11-25,197764,250464,818514,-52700,10382,-3442,13824,12419,1.2879375259739856,-66524
2025-12-09,2025-12-02,210958,261899,839815,-50941,13194,11435,1759,21301,1.6119455501066569,-52700
2025-12-16,2025-12-09,224423,305107,917992,-80684,13465,43208,-29743,78177,1.6033293046682902,-50941
2025-12-23,2025-12-16,220194,320278,942386,-100084,-4229,15171,-19400,24394,-0.4606793958988749,-80684
2025-12-30,2025-12-23,225376,317874,920014,-92498,5182,-2404,7586,-22372,0.5498808343927011,-100084
2026-01-06,2025-12-30,226244,333891,944814,-107647,868,16017,-15149,24800,0.09434639038101594,-92498
2026-01-13,2026-01-06,224600,331517,966884,-106917,-1644,-2374,730,22070,-0.1740025020797744,-107647
2026-01-20,2026-01-13,216935,336753,984708,-119818,-7665,5236,-12901,17824,-0.7927528017838747,-106917
2026-01-27,2026-01-20,211446,315156,1003688,-103710,-5489,-21597,16108,18980,-0.5574241297927914,-119818
2026-02-03,2026-01-27,216248,308273,1022533,-92025,4802,-6883,11685,18845,0.47843552976622217,-103710
2026-02-10,2026-02-03,212139,319413,979937,-107274,-4109,11140,-15249,-42596,-0.4018452216212093,-92025
2026-02-17,2026-02-10,216496,292679,947854,-76183,4357,-26734,31091,-32083,0.4446204194759459,-107274
2026-02-24,2026-02-17,244592,256213,912566,-11621,28096,-36466,64562,-35288,2.9641695872993097,-76183
2026-03-03,2026-02-24,227433,243172,902298,-15739,-17159,-13041,-4118,-10268,-1.8803023562131396,-11621
2026-03-10,2026-03-03,229741,231349,954097,-1608,2308,-11823,14131,51799,0.2557913239306748,-15739
2026-03-17,2026-03-10,234443,231190,990152,3253,4702,-159,4861,36055,0.49282200866368936,-1608
2026-03-24,2026-03-17,235114,231987,1010732,3127,671,797,-126,20580,0.06776737309019222,3253
2026-03-31,2026-03-24,253208,223740,1005172,29468,18094,-8247,26341,-5560,1.7901877055441007,3127
2026-04-07,2026-03-31,248016,240918,1016283,7098,-5192,17178,-22370,11111,-0.5165285145228876,29468
2026-04-14,2026-04-07,224683,220287,974092,4396,-23333,-20631,-2702,-42191,-2.2959156061844976,7098
2026-04-21,2026-04-14,223079,209706,975629,13373,-1604,-10581,8977,1537,-0.16466617116247748,4396
2026-04-28,2026-04-21,245382,199923,926482,45459,22303,-9783,32086,-49147,2.2860124084052442,13373
2026-05-05,2026-04-28,247000,217289,963556,29711,1618,17366,-15748,37074,0.174639118730855,45459
2026-05-12,2026-05-05,249369,220762,1033915,28607,2369,3473,-1104,70359,0.24586012644828115,29711
2026-05-19,2026-05-12,256299,226006,1047572,30293,6930,5244,1686,13657,0.6702678653467644,28607
2026-05-26,2026-05-19,255130,236059,1025532,19071,-1169,10053,-11222,-22040,-0.11159137510357282,30293
2026-06-02,2026-05-26,218419,250152,1021272,-31733,-36711,14093,-50804,-4260,-3.5797030224312847,19071
2026-06-09,2026-06-02,191200,267289,973954,-76089,-27219,17137,-44356,-47318,-2.6652057434258456,-31733
2026-06-16,2026-06-09,195194,257172,961568,-61978,3994,-10117,14111,-12386,0.4100809689163965,-76089
2026-06-23,2026-06-16,190709,264904,917091,-74195,-4485,7732,-12217,-44477,-0.4664256714033745,-61978
2026-06-30,2026-06-23,186157,267145,849601,-80988,-4552,2241,-6793,-67490,-0.49635205230451507,-74195
2026-07-07,2026-06-30,194000,264441,875640,-70441,7843,-2704,10547,26039,0.9231392147608113,-80988
2026-07-14,2026-07-07,200854,229064,919693,-28210,6854,-35377,42231,44053,0.7827417660225664,-70441
2026-07-21,2026-07-14,200854,197658,1013509,3196,0,-31406,31406,93816,0.0,-28210
2026-07-28,2026-07-21,204366,185379,1005093,18987,3512,-12279,15791,-8416,0.34651887649739666,3196
2026-08-04,2026-07-28,202709,194526,1011317,8183,-1657,9147,-10804,6224,-0.16486036615517172,18987
2026-08-11,2026-08-04,194266,201969,1010597,-7703,-8443,7443,-15886,-720,-0.8348519801407472,8183
2026-08-18,2026-08-11,200519,195499,994155,5020,6253,-6470,12723,-16442,0.618743178537043,-7703
2026-08-25,2026-08-18,219087,194924,925971,24163,18568,-575,19143,-68184,1.8677168047236095,5020
2026-09-01,2026-08-25,255869,181581,1019976,74288,36782,-13343,50125,94005,3.9722626302551594,24163
