date,prev,L,S,OI,net,dL,dS,dNet,dOI,dLpct,net_prev
2010-04-06,2010-03-30,233402,224670,1522807,8732,3964,27265,-23301,2056,0.26066068672649234,32033
2010-04-13,2010-04-06,233676,222707,1565172,10969,274,-1963,2237,42365,0.017993087764897324,8732
2010-04-20,2010-04-13,241303,205546,1576092,35757,7627,-17161,24788,10920,0.48729468710148155,10969
2010-04-27,2010-04-20,244857,213654,1490534,31203,3554,8108,-4554,-85558,0.22549445083155042,35757
2010-05-04,2010-04-27,262902,172217,1526170,90685,18045,-41437,59482,35636,1.2106399451471754,31203
2010-05-11,2010-05-04,272252,166161,1574996,106091,9350,-6056,15406,48826,0.6126447250306323,90685
2010-05-18,2010-05-11,281061,178723,1603124,102338,8809,12562,-3753,28128,0.5593030077536705,106091
2010-05-25,2010-05-18,274160,163371,1595631,110789,-6901,-15352,8451,-7493,-0.43047200341333547,102338
2010-06-01,2010-05-25,274853,180132,1604392,94721,693,16761,-16068,8761,0.043431094031138776,110789
2010-06-08,2010-06-01,268914,217088,1653962,51826,-5939,36956,-42895,49570,-0.3701713795630993,94721
2010-06-15,2010-06-08,279381,217861,1626988,61520,10467,773,9694,-26974,0.6328440435753663,51826
2010-06-22,2010-06-15,267125,177858,1614651,89267,-12256,-40003,27747,-12337,-0.7532938165493538,61520
2010-06-29,2010-06-22,248195,210824,1458113,37371,-18930,32966,-51896,-156538,-1.1723895752085125,89267
2010-07-06,2010-06-29,260360,165784,1442318,94576,12165,-45040,57205,-15795,0.8342974790019704,37371
2010-07-13,2010-07-06,300035,130409,1482277,169626,39675,-35375,75050,39959,2.750780341089829,94576
2010-07-20,2010-07-13,323742,115984,1559644,207758,23707,-14425,38132,77367,1.599363681687026,169626
2010-07-27,2010-07-20,334835,134295,1591725,200540,11093,18311,-7218,32081,0.711252054956131,207758
2010-08-03,2010-07-27,380952,119098,1671881,261854,46117,-15197,61314,80156,2.8972969577031207,200540
2010-08-10,2010-08-03,415193,104739,1763632,310454,34241,-14359,48600,91751,2.048052463064058,261854
2010-08-17,2010-08-10,447473,100360,1877911,347113,32280,-4379,36659,114279,1.8303138069619966,310454
2010-08-24,2010-08-17,455776,99298,1874004,356478,8303,-1062,9365,-3907,0.4421402292227906,347113
2010-08-31,2010-08-24,479948,98313,1822805,381635,24172,-985,25157,-51199,1.2898585061718117,356478
2010-09-07,2010-08-31,510440,95540,1926178,414900,30492,-2773,33265,103373,1.6728064713449877,381635
2010-09-14,2010-09-07,531575,99753,1999764,431822,21135,4213,16922,73586,1.097250617544173,414900
2010-09-21,2010-09-14,538594,95122,2125837,443472,7019,-4631,11650,126073,0.3509914169872045,431822
2010-09-28,2010-09-21,553500,95043,2096043,458457,14906,-79,14985,-29794,0.7011826400613029,443472
2010-10-05,2010-09-28,529072,94522,2110788,434550,-24428,-521,-23907,14745,-1.1654341060751139,458457
2010-10-12,2010-10-05,549402,99568,2357123,449834,20330,5046,15284,246335,0.9631474122460426,434550
2010-10-19,2010-10-12,541651,107639,2380072,434012,-7751,8071,-15822,22949,-0.3288330731998288,449834
2010-10-26,2010-10-19,545227,113370,2431281,431857,3576,5731,-2155,51209,0.15024755553613506,434012
2010-11-02,2010-10-26,557569,123776,2491349,433793,12342,10406,1936,60068,0.5076336301727361,431857
2010-11-09,2010-11-02,555857,133620,2572723,422237,-1712,9844,-11556,81374,-0.0687177910441291,433793
2010-11-16,2010-11-09,512615,133352,2485904,379263,-43242,-268,-42974,-86819,-1.6807872437102633,422237
2010-11-23,2010-11-16,489736,123625,2473822,366111,-22879,-9727,-13152,-12082,-0.920349297478905,379263
2010-11-30,2010-11-23,480675,117172,2043404,363503,-9061,-6453,-2608,-430418,-0.3662753423649721,366111
2010-12-07,2010-11-30,481250,114615,2081663,366635,575,-2557,3132,38259,0.028139320467220383,363503
2010-12-14,2010-12-07,508024,118081,2118708,389943,26774,3466,23308,37045,1.2861832102506505,366635
2010-12-21,2010-12-14,534178,119463,2198012,414715,26154,1382,24772,79304,1.2344315497935534,389943
2010-12-28,2010-12-21,541652,114899,2220581,426753,7474,-4564,12038,22569,0.3400345403027827,414715
2011-01-04,2010-12-28,516095,116251,2225065,399844,-25557,1352,-26909,4484,-1.1509150082793649,426753
2011-01-11,2011-01-04,505557,113158,2293704,392399,-10538,-3093,-7445,68639,-0.47360414190147254,399844
2011-01-18,2011-01-11,541711,111218,2441969,430493,36154,-1940,38094,148265,1.5762277957399908,392399
2011-01-25,2011-01-18,520116,106426,2381171,413690,-21595,-4792,-16803,-60798,-0.8843273604210373,430493
2011-02-01,2011-01-25,539099,99661,2463395,439438,18983,-6765,25748,82224,0.7972127999207114,413690
2011-02-08,2011-02-01,539521,107766,2510643,431755,422,8105,-7683,47248,0.017130829607107264,439438
2011-02-15,2011-02-08,524775,111937,2573509,412838,-14746,4171,-18917,62866,-0.5873395779487566,431755
2011-02-22,2011-02-15,513780,105268,2342713,408512,-10995,-6669,-4326,-230796,-0.42723767431938264,412838
2011-03-01,2011-02-22,507864,94926,2334568,412938,-5916,-10342,4426,-8145,-0.252527731736666,408512
2011-03-08,2011-03-01,476095,88635,2322358,387460,-31769,-6291,-25478,-12210,-1.3608085093259223,412938
2011-03-15,2011-03-08,432983,100266,2326505,332717,-43112,11631,-54743,4147,-1.8563890666296927,387460
2011-03-22,2011-03-15,399214,94860,2328827,304354,-33769,-5406,-28363,2322,-1.4514905405318277,332717
2011-03-29,2011-03-22,403389,93421,2248933,309968,4175,-1439,5614,-79894,0.17927480229317164,304354
2011-04-05,2011-03-29,451074,101041,2455167,350033,47685,7620,40065,206234,2.120338845132336,309968
2011-04-12,2011-04-05,476347,91986,2487515,384361,25273,-9055,34328,32348,1.029380078829668,350033
2011-04-19,2011-04-12,494544,93210,2481319,401334,18197,1224,16973,-6196,0.7315332771862683,384361
2011-04-26,2011-04-19,496337,93563,2297491,402774,1793,353,1440,-183828,0.0722599552899083,401334
2011-05-03,2011-04-26,460452,93477,2180458,366975,-35885,-86,-35799,-117033,-1.5619212436523147,402774
2011-05-10,2011-05-03,431384,99756,2154362,331628,-29068,6279,-35347,-26096,-1.333114419080762,366975
2011-05-17,2011-05-10,422690,102490,2128708,320200,-8694,2734,-11428,-25654,-0.40355334897292094,331628
2011-05-24,2011-05-17,433118,81801,2094720,351317,10428,-20689,31117,-33988,0.4898746093874782,320200
2011-05-31,2011-05-24,455743,79329,2146889,376414,22625,-2472,25097,52169,1.0800966238924534,351317
2011-06-07,2011-05-31,444871,81071,2174051,363800,-10872,1742,-12614,27162,-0.5064071780143268,376414
2011-06-14,2011-06-07,456195,86119,2224832,370076,11324,5048,6276,50781,0.5208709455297966,363800
2011-06-21,2011-06-14,390657,85759,2132924,304898,-65538,-360,-65178,-91908,-2.945750510600351,370076
2011-06-28,2011-06-21,351928,83906,1779907,268022,-38729,-1853,-36876,-353017,-1.8157702759216923,304898
2011-07-05,2011-06-28,325765,93911,1719396,231854,-26163,10005,-36168,-60511,-1.4699082592517474,268022
2011-07-12,2011-07-05,340584,91003,1752002,249581,14819,-2908,17727,32606,0.8618724249678374,231854
2011-07-19,2011-07-12,363169,86996,1825618,276173,22585,-4007,26592,73616,1.2890967019444042,249581
2011-07-26,2011-07-19,361024,82981,1794304,278043,-2145,-4015,1870,-31314,-0.11749445941045718,276173
2011-08-02,2011-07-26,383397,84689,1891929,298708,22373,1708,20665,97625,1.2468901590811814,278043
2011-08-09,2011-08-02,368744,74077,1894620,294667,-14653,-10612,-4041,2691,-0.7745005230111701,298708
2011-08-16,2011-08-09,391641,80387,1971299,311254,22897,6310,16587,76679,1.208527303628168,294667
2011-08-23,2011-08-16,401095,83680,2027276,317415,9454,3293,6161,55977,0.47958224500697255,311254
2011-08-30,2011-08-23,443574,90251,1965600,353323,42479,6571,35908,-61676,2.0953732989489344,317415
2011-09-06,2011-08-30,444806,91098,1961734,353708,1232,847,385,-3866,0.06267806267806268,353323
2011-09-13,2011-09-06,416418,90817,1905262,325601,-28388,-281,-28107,-56472,-1.4470871178253524,353708
2011-09-20,2011-09-13,366240,79615,1892130,286625,-50178,-11202,-38976,-13132,-2.6336535342645786,325601
2011-09-27,2011-09-20,330011,87095,1844339,242916,-36229,7480,-43709,-47791,-1.914720447326558,286625
2011-10-04,2011-09-27,295094,96265,1912911,198829,-34917,9170,-44087,68572,-1.8931985931002921,242916
2011-10-11,2011-10-04,296467,115772,1925148,180695,1373,19507,-18134,12237,0.07177542499363536,198829
2011-10-18,2011-10-11,295711,111180,1921134,184531,-756,-4592,3836,-4014,-0.039269708095169824,180695
2011-10-25,2011-10-18,303417,89921,1843331,213496,7706,-21259,28965,-77803,0.4011172567868769,184531
2011-11-01,2011-10-25,318791,94705,1862592,224086,15374,4784,10590,19261,0.8340336054674933,213496
2011-11-08,2011-11-01,330581,91592,1890003,238989,11790,-3113,14903,27411,0.6329888671271002,224086
2011-11-15,2011-11-08,324363,103755,1910946,220608,-6218,12163,-18381,20943,-0.3289941867817141,238989
2011-11-22,2011-11-15,296079,123460,1897477,172619,-28284,19705,-47989,-13469,-1.4801046183408635,220608
2011-11-29,2011-11-22,285786,126123,1479265,159663,-10293,2663,-12956,-418212,-0.542457168123777,172619
2011-12-06,2011-11-29,287192,145693,1499287,141499,1406,19570,-18164,20022,0.09504720249583408,159663
2011-12-13,2011-12-06,296214,156526,1544339,139688,9022,10833,-1811,45052,0.601752699783297,141499
2011-12-20,2011-12-13,293238,159254,1568094,133984,-2976,2728,-5704,23755,-0.1927038040223034,139688
2011-12-27,2011-12-20,298440,140354,1558918,158086,5202,-18900,24102,-9176,0.3317403165881637,133984
2012-01-03,2011-12-27,317297,112994,1615568,204303,18857,-27360,46217,56650,1.2096210320234932,158086
2012-01-10,2012-01-03,341748,102658,1675585,239090,24451,-10336,34787,60017,1.5134615194160814,204303
2012-01-17,2012-01-10,319007,122155,1659403,196852,-22741,19497,-42238,-16182,-1.3571976354526927,239090
2012-01-24,2012-01-17,324624,142776,1689901,181848,5617,20621,-15004,30498,0.3384952299109981,196852
2012-01-31,2012-01-24,342043,126725,1676757,215318,17419,-16051,33470,-13144,1.0307704415820809,181848
2012-02-07,2012-01-31,362119,128806,1737986,233313,20076,2081,17995,61229,1.1973112383010778,215318
2012-02-14,2012-02-07,360067,131380,1779030,228687,-2052,2574,-4626,41044,-0.1180676944463304,233313
2012-02-21,2012-02-14,341856,133508,1770174,208348,-18211,2128,-20339,-8856,-1.0236477181385362,228687
2012-02-28,2012-02-21,361372,117180,1647928,244192,19516,-16328,35844,-122246,1.1024904896354821,208348
2012-03-06,2012-02-28,367984,94900,1684032,273084,6612,-22280,28892,36104,0.4012311217480375,244192
2012-03-13,2012-03-06,375595,101373,1764358,274222,7611,6473,1138,80326,0.4519510318093718,273084
2012-03-20,2012-03-13,380621,87172,1781170,293449,5026,-14201,19227,16812,0.28486282262443335,274222
2012-03-27,2012-03-20,362405,107333,1744273,255072,-18216,20161,-38377,-36897,-1.0226985633038956,293449
2012-04-03,2012-03-27,358269,122530,1856305,235739,-4136,15197,-19333,112032,-0.23711884550182225,255072
2012-04-10,2012-04-03,353677,126481,1837252,227196,-4592,3951,-8543,-19053,-0.24737314180589937,235739
2012-04-17,2012-04-10,338075,145204,1865114,192871,-15602,18723,-34325,27862,-0.8492030489012938,227196
2012-04-24,2012-04-17,319639,173494,1739626,146145,-18436,28290,-46726,-125488,-0.9884650482490616,192871
2012-05-01,2012-04-24,327985,167474,1684519,160511,8346,-6020,14366,-55107,0.47975829287444544,146145
2012-05-08,2012-05-01,317610,152842,1711083,164768,-10375,-14632,4257,26564,-0.6159028185493901,160511
2012-05-15,2012-05-08,300660,174506,1723037,126154,-16950,21664,-38614,11954,-0.990600689738604,164768
2012-05-22,2012-05-15,287894,133264,1699747,154630,-12766,-41242,28476,-23290,-0.7409010949851919,126154
2012-05-29,2012-05-22,264127,151496,1681497,112631,-23767,18232,-41999,-18250,-1.3982669185472898,154630
2012-06-05,2012-05-29,260071,170055,1696371,90016,-4056,18559,-22615,14874,-0.24121363285215494,112631
2012-06-12,2012-06-05,255520,161952,1684295,93568,-4551,-8103,3552,-12076,-0.26827857821195955,90016
2012-06-19,2012-06-12,274863,154821,1640692,120042,19343,-7131,26474,-43603,1.1484330239061447,93568
2012-06-26,2012-06-19,266621,117669,1509075,148952,-8242,-37152,28910,-131617,-0.5023490088328584,120042
2012-07-03,2012-06-26,283120,78602,1595468,204518,16499,-39067,55566,86393,1.0933187548663916,148952
2012-07-10,2012-07-03,300773,75953,1730417,224820,17653,-2649,20302,134949,1.1064465097388354,204518
2012-07-17,2012-07-10,331187,73928,1916920,257259,30414,-2025,32439,186503,1.7576110267062794,224820
2012-07-24,2012-07-17,362167,55761,2007418,306406,30980,-18167,49147,90498,1.6161342153037166,257259
2012-07-31,2012-07-24,368955,50837,1932495,318118,6788,-4924,11712,-74923,0.3381458171641382,306406
2012-08-07,2012-07-31,379395,52864,1944758,326531,10440,2027,8413,12263,0.5402342567509877,318118
2012-08-14,2012-08-07,395926,52620,1966851,343306,16531,-244,16775,22093,0.8500286410957044,326531
2012-08-21,2012-08-14,431357,55556,2073500,375801,35431,2936,32495,106649,1.801407427405533,343306
2012-08-28,2012-08-21,412766,57950,1810958,354816,-18591,2394,-20985,-262542,-0.8965999517723656,375801
2012-09-04,2012-08-28,421192,54078,1804347,367114,8426,-3872,12298,-6611,0.4652785983993003,354816
2012-09-11,2012-09-04,397235,60393,1800348,336842,-23957,6315,-30272,-3999,-1.327737957277619,367114
2012-09-18,2012-09-11,394226,70385,1829734,323841,-3009,9992,-13001,29386,-0.16713435402488852,336842
2012-09-25,2012-09-18,382480,58462,1772923,324018,-11746,-11923,177,-56811,-0.6419512344417275,323841
2012-10-02,2012-09-25,383520,60951,1843335,322569,1040,2489,-1449,70412,0.0586601899800499,324018
2012-10-09,2012-10-02,370349,59054,1850087,311295,-13171,-1897,-11274,6752,-0.7145201496201179,322569
2012-10-16,2012-10-09,372672,64349,1897016,308323,2323,5295,-2972,46929,0.12556166277585865,311295
2012-10-23,2012-10-16,396666,60569,1935194,336097,23994,-3780,27774,38178,1.264828551788704,308323
2012-10-30,2012-10-23,367174,77341,1874753,289833,-29492,16772,-46264,-60441,-1.5239815749738785,336097
2012-11-06,2012-10-30,368216,77004,1887427,291212,1042,-337,1379,12674,0.05558065515830618,289833
2012-11-13,2012-11-06,341659,92331,1903443,249328,-26557,15327,-41884,16016,-1.4070477957558094,291212
2012-11-20,2012-11-13,364117,71359,1880049,292758,22458,-20972,43430,-23394,1.1798619659217535,249328
2012-11-27,2012-11-20,372124,71368,1541817,300756,8007,9,7998,-338232,0.4258931549124517,292758
2012-12-04,2012-11-27,399882,78110,1531416,321772,27758,6742,21016,-10401,1.8003433611122461,300756
2012-12-11,2012-12-04,364522,93380,1550240,271142,-35360,15270,-50630,18824,-2.3089741781462383,321772
2012-12-18,2012-12-11,333679,113537,1533350,220142,-30843,20157,-51000,-16890,-1.9895629063886884,271142
2012-12-24,2012-12-18,311471,124780,1519198,186691,-22208,11243,-33451,-14152,-1.44833208334692,220142
2012-12-31,2012-12-24,305249,123072,1528736,182177,-6222,-1708,-4514,9538,-0.40955820110347696,186691
2013-01-08,2012-12-31,305057,141947,1589423,163110,-192,18875,-19067,60687,-0.012559395474431165,182177
2013-01-15,2013-01-08,332538,143243,1658310,189295,27481,1296,26185,68887,1.728992219188976,163110
2013-01-22,2013-01-15,338145,139755,1653458,198390,5607,-3488,9095,-4852,0.33811531016516816,189295
2013-01-29,2013-01-22,349925,144531,1638105,205394,11780,4776,7004,-15353,0.7124462792523305,198390
2013-02-05,2013-01-29,378165,153065,1720772,225100,28240,8534,19706,82667,1.7239432148732834,205394
2013-02-12,2013-02-05,340785,174167,1768034,166618,-37380,21102,-58482,47262,-2.172280813495338,225100
2013-02-19,2013-02-12,330442,207748,1798722,122694,-10343,33581,-43924,30688,-0.5850000622159981,166618
2013-02-26,2013-02-19,325308,214070,1633637,111238,-5134,6322,-11456,-165085,-0.28542487388267895,122694
2013-03-05,2013-02-26,340569,210493,1627540,130076,15261,-3577,18838,-6097,0.9341732588084134,111238
2013-03-12,2013-03-05,350294,196983,1683071,153311,9725,-13510,23235,55531,0.5975275569264042,130076
2013-03-19,2013-03-12,390738,175586,1775631,215152,40444,-21397,61841,92560,2.402988346896833,153311
2013-03-26,2013-03-19,429375,173225,1818556,256150,38637,-2361,40998,42925,2.1759588563164307,215152
2013-04-02,2013-03-26,370116,211464,1895395,158652,-59259,38239,-97498,76839,-3.258574385391486,256150
2013-04-09,2013-04-02,331990,224175,1907259,107815,-38126,12711,-50837,11864,-2.011506836305889,158652
2013-04-16,2013-04-09,330595,224107,1910349,106488,-1395,-68,-1327,3090,-0.07314161317366964,107815
2013-04-23,2013-04-16,322816,248921,1922177,73895,-7779,24814,-32593,11828,-0.4072030817405615,106488
2013-04-30,2013-04-23,327103,217860,1694481,109243,4287,-31061,35348,-227696,0.22302836835525552,73895
2013-05-07,2013-04-30,333348,210547,1711663,122801,6245,-7313,13558,17182,0.36854942604844787,109243
2013-05-14,2013-05-07,345091,209526,1729183,135565,11743,-1021,12764,17520,0.6860579448174086,122801
2013-05-21,2013-05-14,358089,242517,1781563,115572,12998,32991,-19993,52380,0.7516844660166101,135565
2013-05-28,2013-05-21,374040,221797,1766679,152243,15951,-20720,36671,-14884,0.8953374087809413,115572
2013-06-04,2013-05-28,362928,225229,1756977,137699,-11112,3432,-14544,-9702,-0.6289767411057696,152243
2013-06-11,2013-06-04,359985,228794,1794071,131191,-2943,3565,-6508,37094,-0.1675036155851784,137699
2013-06-18,2013-06-11,356806,240650,1818654,116156,-3179,11856,-15035,24583,-0.1771947709984722,131191
2013-06-25,2013-06-18,354224,241292,1639001,112932,-2582,642,-3224,-179653,-0.14197312957824854,116156
2013-07-02,2013-06-25,323946,298721,1677959,25225,-30278,57429,-87707,38958,-1.8473448155309242,112932
2013-07-09,2013-07-02,320866,325327,1677143,-4461,-3080,26606,-29686,-816,-0.1835563324252857,25225
2013-07-16,2013-07-09,319047,313487,1686068,5560,-1819,-11840,10021,8925,-0.10845825311258492,-4461
2013-07-23,2013-07-16,322519,364679,1797856,-42160,3472,51192,-47720,111788,0.20592289278961465,5560
2013-07-30,2013-07-23,314434,382317,1787673,-67883,-8085,17638,-25723,-10183,-0.4497023120872862,-42160
2013-08-06,2013-07-30,330443,404868,1851640,-74425,16009,22551,-6542,63967,0.8955217201356176,-67883
2013-08-13,2013-08-06,331675,407043,1934066,-75368,1232,2175,-943,82426,0.0665356116739755,-74425
2013-08-20,2013-08-13,307613,353439,1871279,-45826,-24062,-53604,29542,-62787,-1.2441147303142706,-75368
2013-08-27,2013-08-20,300757,315833,1585788,-15076,-6856,-37606,30750,-285491,-0.36638042750439676,-45826
2013-09-03,2013-08-27,297856,321101,1578535,-23245,-2901,5268,-8169,-7253,-0.18293744182702856,-15076
2013-09-10,2013-09-03,299304,327002,1600221,-27698,1448,5901,-4453,21686,0.09173062364787604,-23245
2013-09-17,2013-09-10,298185,360539,1664579,-62354,-1119,33537,-34656,64358,-0.06992784121693191,-27698
2013-09-24,2013-09-17,298837,381139,1677801,-82302,652,20600,-19948,13222,0.0391690631685249,-62354
2013-10-01,2013-09-24,304043,403891,1755882,-99848,5206,22752,-17546,78081,0.3102870960262868,-82302
2013-10-08,2013-10-01,299021,404678,1783725,-105657,-5022,787,-5809,27843,-0.2860101077407252,-99848
2013-10-15,2013-10-08,304209,413343,1811735,-109134,5188,8665,-3477,28010,0.29085200913817993,-105657
2013-10-22,2013-10-15,309897,419518,1869789,-109621,5688,6175,-487,58054,0.3139531995573304,-109134
2013-10-29,2013-10-22,316218,441619,1902900,-125401,6321,22101,-15780,33111,0.33805953505983827,-109621
2013-11-05,2013-10-29,328753,447171,1941041,-118418,12535,5552,6983,38141,0.6587314099532292,-125401
2013-11-12,2013-11-05,336584,408229,1945827,-71645,7831,-38942,46773,4786,0.40344330696775593,-118418
2013-11-19,2013-11-12,330276,416768,2014849,-86492,-6308,8539,-14847,69022,-0.32418092667025383,-71645
2013-11-26,2013-11-19,308429,392784,1557202,-84355,-21847,-23984,2137,-457647,-1.0842996174899457,-86492
2013-12-03,2013-11-26,312148,380353,1521559,-68205,3719,-12431,16150,-35643,0.238825791387373,-84355
2013-12-10,2013-12-03,307010,353006,1536489,-45996,-5138,-27347,22209,14930,-0.33767997166064545,-68205
2013-12-17,2013-12-10,305191,361463,1550962,-56272,-1819,8457,-10276,14473,-0.11838678962231425,-45996
2013-12-24,2013-12-17,304078,342634,1524435,-38556,-1113,-18829,17716,-26527,-0.07176191292887898,-56272
2013-12-31,2013-12-24,301439,349480,1531779,-48041,-2639,6846,-9485,7344,-0.17311331739300134,-38556
2014-01-07,2013-12-31,306346,345196,1563886,-38850,4907,-4284,9191,32107,0.3203464729572608,-48041
2014-01-14,2014-01-07,327579,344977,1646323,-17398,21233,-219,21452,82437,1.3577076589981623,-38850
2014-01-21,2014-01-14,323944,336704,1680673,-12760,-3635,-8273,4638,34350,-0.22079506876840085,-17398
2014-01-28,2014-01-21,322233,321949,1660475,284,-1711,-14755,13044,-20198,-0.10180445571506176,-12760
2014-02-04,2014-01-28,341549,285223,1686048,56326,19316,-36726,56042,25573,1.1632815911109773,284
2014-02-11,2014-02-04,348185,256202,1729744,91983,6636,-29021,35657,43696,0.3935831008369868,56326
2014-02-18,2014-02-11,355348,247299,1774313,108049,7163,-8903,16066,44569,0.4141075211129508,91983
2014-02-25,2014-02-18,378628,211575,1652554,167053,23280,-35724,59004,-121759,1.3120571173180833,108049
2014-03-04,2014-02-25,395852,171925,1689545,223927,17224,-39650,56874,36991,1.0422654872397514,167053
2014-03-11,2014-03-04,417337,143248,1727031,274089,21485,-28677,50162,37486,1.2716441408781654,223927
2014-03-18,2014-03-11,414132,130011,1753857,284121,-3205,-13237,10032,26826,-0.18557860281604674,274089
2014-03-25,2014-03-18,414549,122852,1717075,291697,417,-7159,7576,-36782,0.023776168752640606,284121
2014-04-01,2014-03-25,424315,98971,1805037,325344,9766,-23881,33647,87962,0.5687579168061966,291697
2014-04-08,2014-04-01,432082,101080,1867590,331002,7767,2109,5658,62553,0.4302958886715342,325344
2014-04-15,2014-04-08,423712,101245,1891052,322467,-8370,165,-8535,23462,-0.44817117247361576,331002
2014-04-22,2014-04-15,414055,107960,1866548,306095,-9657,6715,-16372,-24504,-0.5106681360427953,322467
2014-04-29,2014-04-22,440861,105441,1769753,335420,26806,-2519,29325,-96795,1.436127010931409,306095
2014-05-06,2014-04-29,445943,103246,1765891,342697,5082,-2195,7277,-3862,0.28715871649885605,335420
2014-05-13,2014-05-06,450258,113674,1758862,336584,4315,10428,-6113,-7029,0.24435256762733373,342697
2014-05-20,2014-05-13,413001,132801,1758904,280200,-37257,19127,-56384,42,-2.1182446377259843,336584
2014-05-27,2014-05-20,409703,156318,1747759,253385,-3298,23517,-26815,-11145,-0.1875031269472353,280200
2014-06-03,2014-05-27,426937,179369,1794142,247568,17234,23051,-5817,46383,0.9860627237508145,253385
2014-06-10,2014-06-03,419325,204806,1867880,214519,-7612,25437,-33049,73738,-0.42426965089719765,247568
2014-06-17,2014-06-10,427488,228998,1897919,198490,8163,24192,-16029,30039,0.43701950874788525,214519
2014-06-24,2014-06-17,433453,255273,1756425,178180,5965,26275,-20310,-141494,0.3142916004318414,198490
2014-07-01,2014-06-24,423172,265183,1753310,157989,-10281,9910,-20191,-3115,-0.5853366924292241,178180
2014-07-08,2014-07-01,432696,264400,1829445,168296,9524,-783,10307,76135,0.5432011452623895,157989
2014-07-15,2014-07-08,422138,271658,1941894,150480,-10558,7258,-17816,112449,-0.5771149173656491,168296
2014-07-22,2014-07-15,417980,285605,2018482,132375,-4158,13947,-18105,76588,-0.21412085314646423,150480
2014-07-29,2014-07-22,437369,317553,2003405,119816,19389,31948,-12559,-15077,0.9605733417488984,132375
2014-08-05,2014-07-29,456345,323699,2024097,132646,18976,6146,12830,20692,0.9471874134286377,119816
2014-08-12,2014-08-05,457262,330511,2008552,126751,917,6812,-5895,-15545,0.04530415291362025,132646
2014-08-19,2014-08-12,451930,314609,1976604,137321,-5332,-15902,10570,-31948,-0.2654648722064452,126751
2014-08-26,2014-08-19,451555,319764,1755681,131791,-375,5155,-5530,-220923,-0.018971933680190876,137321
2014-09-02,2014-08-26,459508,314384,1735823,145124,7953,-5380,13333,-19858,0.45298661886755054,131791
2014-09-09,2014-09-02,455159,312447,1831840,142712,-4349,-1937,-2412,96017,-0.2505439782742826,145124
2014-09-16,2014-09-09,456599,306656,1877009,149943,1440,-5791,7231,45169,0.07860948554458905,142712
2014-09-23,2014-09-16,451043,302819,1969520,148224,-5556,-3837,-1719,92511,-0.29600284282067907,149943
2014-09-30,2014-09-23,464915,307657,1931406,157258,13872,4838,9034,-38114,0.7043340509362687,148224
2014-10-07,2014-09-30,458371,317684,1893351,140687,-6544,10027,-16571,-38055,-0.3388205276363437,157258
2014-10-14,2014-10-07,450821,288889,1899171,161932,-7550,-28795,21245,5820,-0.39876388477361036,140687
2014-10-21,2014-10-14,443358,250249,1906785,193109,-7463,-38640,31177,7614,-0.39296092874206695,161932
2014-10-28,2014-10-21,434558,215536,1848632,219022,-8800,-34713,25913,-58153,-0.46150981888361825,193109
2014-11-04,2014-10-28,452397,190683,1895470,261714,17839,-24853,42692,46838,0.9649838366965411,219022
2014-11-11,2014-11-04,448148,166240,1916672,281908,-4249,-24443,20194,21202,-0.22416603797475032,261714
2014-11-18,2014-11-11,455622,167182,1916328,288440,7474,942,6532,-344,0.3899467410177641,281908
2014-11-25,2014-11-18,442406,150871,1546770,291535,-13216,-16311,3095,-369558,-0.6896522933443544,288440
2014-12-02,2014-11-25,440954,153274,1536954,287680,-1452,2403,-3855,-9816,-0.09387303865474504,291535
2014-12-09,2014-12-02,451815,132255,1569234,319560,10861,-21019,31880,32280,0.7066574536388207,287680
2014-12-16,2014-12-09,443124,119144,1619574,323980,-8691,-13111,4420,50340,-0.553837095041275,319560
2014-12-23,2014-12-16,436960,106464,1637415,330496,-6164,-12680,6516,17841,-0.38059390926255915,323980
2014-12-30,2014-12-23,432526,113059,1584175,319467,-4434,6595,-11029,-53240,-0.27079268236824505,330496
2015-01-06,2014-12-30,436179,129180,1633720,306999,3653,16121,-12468,49545,0.23059321097732258,319467
2015-01-13,2015-01-06,435138,152697,1685156,282441,-1041,23517,-24558,51436,-0.06371960923536468,306999
2015-01-20,2015-01-13,433185,164316,1716624,268869,-1953,11619,-13572,31468,-0.11589431482901286,282441
2015-01-27,2015-01-20,410722,162384,1689411,248338,-22463,-1932,-20531,-27213,-1.3085567951980166,268869
2015-02-03,2015-01-27,402871,203021,1758303,199850,-7851,40637,-48488,68892,-0.4647181769267514,248338
2015-02-10,2015-02-03,378486,185866,1768289,192620,-24385,-17155,-7230,9986,-1.3868485693307695,199850
2015-02-17,2015-02-10,362857,189511,1778873,173346,-15629,3645,-19274,10584,-0.8838487373953013,192620
2015-02-24,2015-02-17,359908,205950,1621404,153958,-2949,16439,-19388,-157469,-0.16577911970106918,173346
2015-03-03,2015-02-24,353336,221264,1610985,132072,-6572,15314,-21886,-10419,-0.40532772831447317,153958
2015-03-10,2015-03-03,344752,235982,1642332,108770,-8584,14718,-23302,31347,-0.5328417086440904,132072
2015-03-17,2015-03-10,348889,312778,1778928,36111,4137,76796,-72659,136596,0.2518979110192093,108770
2015-03-24,2015-03-17,350489,282438,1806955,68051,1600,-30340,31940,28027,0.08994180765045015,36111
2015-03-31,2015-03-24,335392,257724,1807763,77668,-15097,-24714,9617,808,-0.835493966368836,68051
2015-04-07,2015-03-31,325185,255420,1809465,69765,-10207,-2304,-7903,1702,-0.5646204729270374,77668
