market,type,date,dnet,dlong,dshort,share_long,cluster_len,retention_4w,pre4,pre8,net_after,fwd1,fwd2,fwd4,fwd8,fwd12
小麦 HRS (MGE→MIAX),net_surge,2026-07-21,12714,38,-12676,0.003,2,2.2112,0.0614,0.0785,3115,0.0004,0.0552,0.2008,,
小麦 HRS (MGE→MIAX),net_surge,2026-09-01,7398,4817,-2581,0.6511,1,nan,,,21758,,,,,
小麦 HRS (MGE→MIAX),long_surge,2016-02-23,916,2403,1487,2.6234,1,1.5382,-0.0093,-0.0192,-2762,0.013,0.0018,0.0109,0.0169,0.01
小麦 HRS (MGE→MIAX),long_surge,2016-08-23,5061,3095,-1966,0.6115,1,-0.0848,-0.034,-0.0519,1647,0.0033,0.0043,0.0028,0.0098,-0.0005
小麦 HRS (MGE→MIAX),long_surge,2016-10-11,4115,3112,-1003,0.7563,1,-0.1402,0.0105,0.008,3925,-0.0052,-0.001,-0.0096,-0.0228,-0.0074
小麦 HRS (MGE→MIAX),long_surge,2016-11-22,11627,15250,3623,1.3116,8,6.4603,-0.0285,-0.0098,789,0.0089,0.0069,0.0046,0.0166,0.0293
小麦 HRS (MGE→MIAX),long_surge,2017-06-06,4456,7070,2614,1.5866,2,1.6744,0.03,0.0462,6669,-0.0091,0.0429,0.0301,-0.0431,-0.0705
小麦 HRS (MGE→MIAX),long_surge,2017-11-14,1703,2013,310,1.182,1,-1.3817,-0.0126,-0.0354,6232,0.006,-0.0166,-0.009,-0.0109,0.028
小麦 HRS (MGE→MIAX),long_surge,2018-07-31,12386,7467,-4919,0.6029,2,2.079,0.0526,0.0342,-5915,0.0136,-0.0311,-0.0533,-0.0432,-0.0578
小麦 HRS (MGE→MIAX),long_surge,2020-10-13,15366,8172,-7194,0.5318,3,3.0079,0.0978,0.0925,748,-0.0354,-0.0322,-0.0428,-0.0342,0.0315
小麦 HRS (MGE→MIAX),long_surge,2021-01-05,8208,7798,-410,0.95,2,2.6464,0.068,0.0777,11651,-0.0379,-0.0117,-0.0353,-0.0398,-0.0389
小麦 HRS (MGE→MIAX),long_surge,2021-03-02,1770,2244,474,1.2678,1,-2.4686,-0.0047,-0.0398,16193,-0.0114,-0.0229,0.001,0.122,0.0445
小麦 HRS (MGE→MIAX),long_surge,2021-04-13,12938,8570,-4368,0.6624,3,2.8643,0.0989,0.0506,9668,0.0187,0.0449,-0.0386,-0.0491,-0.022
小麦 HRS (MGE→MIAX),long_surge,2021-08-17,6732,8300,1568,1.2329,7,1.4245,0.0141,0.0663,17738,-0.0049,-0.0407,-0.0088,0.0238,0.0851
小麦 HRS (MGE→MIAX),long_surge,2022-02-15,14456,11531,-2925,0.7977,5,5.6802,0.0586,0.0749,10051,0.2931,0.2075,0.2014,0.1725,0.2539
小麦 HRS (MGE→MIAX),long_surge,2023-03-28,3073,3265,192,1.0625,1,-0.0361,-0.0082,-0.1156,2878,0.0101,-0.0106,-0.0272,-0.0684,-0.0524
小麦 HRS (MGE→MIAX),long_surge,2023-05-16,4289,3978,-311,0.9275,1,-0.0462,-0.0186,-0.0877,-1118,0.0034,0.0161,0.1319,0.078,-0.0166
小麦 HRS (MGE→MIAX),long_surge,2023-06-20,14568,6379,-8189,0.4379,5,2.7915,0.1319,0.1109,-387,-0.0983,-0.093,-0.0476,-0.1312,-0.1677
小麦 HRS (MGE→MIAX),long_surge,2024-01-23,310,2391,2081,7.7129,1,17.4142,-0.0189,-0.0371,-29836,-0.0051,-0.0508,-0.0511,-0.048,0.0104
小麦 HRS (MGE→MIAX),long_surge,2024-04-09,2530,1986,-544,0.785,1,11.0553,-0.0047,-0.022,-26155,0.0738,0.0748,0.1114,0.057,-0.045
小麦 HRS (MGE→MIAX),long_surge,2024-06-04,2619,1890,-729,0.7216,1,-10.6572,-0.0489,0.057,9512,-0.0638,-0.066,-0.0965,-0.1082,-0.1054
小麦 HRS (MGE→MIAX),long_surge,2024-10-01,1008,1996,988,1.9802,1,-2.4177,0.0058,0.07,-13866,-0.0359,-0.0407,-0.0373,-0.0831,-0.1207
小麦 HRS (MGE→MIAX),long_surge,2024-11-05,769,1925,1156,2.5033,1,-13.8607,-0.0517,-0.047,-16543,0.0152,-0.007,-0.0033,-0.0364,0.0412
小麦 HRS (MGE→MIAX),long_surge,2024-12-17,2633,1894,-739,0.7193,1,-0.5167,-0.003,-0.0535,-23867,-0.0285,-0.0266,-0.0056,0.0641,-0.0052
小麦 HRS (MGE→MIAX),long_surge,2025-01-21,8202,5444,-2758,0.6637,2,6.0791,-0.0056,-0.0086,-24197,0.0256,0.0576,0.0701,0.0004,-0.0158
小麦 HRS (MGE→MIAX),long_surge,2025-03-18,5637,5107,-530,0.906,1,0.9532,-0.0408,-0.0683,-18067,0.0024,0.041,0.0035,0.0016,0.0386
小麦 HRS (MGE→MIAX),long_surge,2025-05-27,38214,5472,-32742,0.1432,7,6.3186,-0.0154,-0.0169,-28281,0.036,0.0156,-0.0124,-0.0156,-0.0668
小麦 HRS (MGE→MIAX),long_surge,2025-09-09,1680,2369,689,1.4101,1,-2.1256,-0.009,-0.0606,-20579,-0.0056,-0.013,-0.0307,0.0043,-0.0151
小麦 HRS (MGE→MIAX),long_surge,2025-11-18,7020,3415,-3605,0.4865,1,1.9789,-0.0195,0.0132,-25169,-0.0048,-0.0151,-0.0316,-0.0143,0.0632
小麦 HRS (MGE→MIAX),long_surge,2026-02-24,46052,21041,-25011,0.4569,10,3.9146,0.1417,0.1678,-4418,-0.0077,-0.0346,-0.0315,0.0161,-0.0242
小麦 HRS (MGE→MIAX),long_surge,2026-09-01,7398,4817,-2581,0.6511,1,nan,,,21758,,,,,
小麦 HRS (MGE→MIAX),short_cover,2016-03-15,3746,-63,-3809,-0.0168,1,0.6208,0.0094,-0.0192,-1409,0.0098,-0.003,0.0014,-0.0034,0.01
小麦 HRS (MGE→MIAX),short_cover,2016-08-16,1356,-1482,-2838,-1.0929,1,0.0833,-0.02,-0.0391,-3413,-0.007,-0.0037,-0.0025,0.008,-0.0017
小麦 HRS (MGE→MIAX),short_cover,2016-10-04,3970,843,-3127,0.2123,1,1.9038,0.017,-0.0233,-191,-0.0061,-0.0113,-0.017,-0.0268,-0.0162
小麦 HRS (MGE→MIAX),short_cover,2017-04-25,6594,824,-5770,0.125,2,2.4114,0.0046,-0.0115,-1016,-0.0096,-0.0066,-0.0139,0.0671,0.0224
小麦 HRS (MGE→MIAX),short_cover,2018-05-29,2235,-656,-2891,-0.2935,1,-4.8447,-0.0013,0.0365,7569,0.0003,-0.0237,-0.0357,-0.0069,-0.0217
小麦 HRS (MGE→MIAX),short_cover,2018-07-31,6230,3536,-2694,0.5676,1,2.079,0.0526,0.0342,-5915,0.0136,-0.0311,-0.0533,-0.0432,-0.0578
小麦 HRS (MGE→MIAX),short_cover,2019-02-19,2746,236,-2510,0.0859,1,1.5284,-0.075,-0.0665,-6140,-0.0216,0.0034,0.0023,-0.021,0.0342
小麦 HRS (MGE→MIAX),short_cover,2019-03-26,4453,1433,-3020,0.3218,1,-0.9169,0.0344,-0.0573,-236,-0.0037,-0.0241,-0.038,0.0383,0.0588
小麦 HRS (MGE→MIAX),short_cover,2019-06-04,4393,-198,-4591,-0.0451,1,0.7815,0.0877,0.1045,-3609,-0.0126,-0.0177,-0.0205,-0.045,-0.0911
小麦 HRS (MGE→MIAX),short_cover,2019-09-24,14568,-275,-14843,-0.0189,4,3.7525,0.0328,-0.0171,-15251,0.021,0.0446,0.0269,0.0539,0.0713
小麦 HRS (MGE→MIAX),short_cover,2019-12-24,15799,823,-14976,0.0521,3,2.9165,0.0339,0.0464,-10078,0.0092,0.0165,-0.0018,-0.0315,0.0184
小麦 HRS (MGE→MIAX),short_cover,2020-03-24,3601,1119,-2482,0.3107,1,0.6216,0.0415,-0.0081,-11715,0.0071,-0.0179,-0.0388,-0.0324,-0.0859
小麦 HRS (MGE→MIAX),short_cover,2020-05-26,12823,419,-12404,0.0327,5,4.3233,0.0066,-0.0324,-20817,-0.0068,-0.0221,-0.0553,0.015,-0.0019
小麦 HRS (MGE→MIAX),short_cover,2020-08-18,19109,1580,-17529,0.0827,4,6.7931,0.0087,0.0529,-19540,0.0032,-0.0065,-0.0048,0.0925,0.0457
小麦 HRS (MGE→MIAX),short_cover,2020-10-20,6919,2256,-4663,0.3261,1,1.0462,0.0265,0.0504,7668,0.0033,-0.0059,0.0003,0.0214,0.0288
小麦 HRS (MGE→MIAX),short_cover,2023-06-27,6099,314,-5785,0.0515,1,2.0152,0.0104,0.0056,5712,0.0092,0.05,-0.0187,-0.0916,-0.1531
小麦 HRS (MGE→MIAX),short_cover,2023-11-14,2591,-416,-3007,-0.1606,1,1.4766,-0.0306,0.0145,-27255,0.0299,0.0696,0.0491,0.0189,-0.0224
小麦 HRS (MGE→MIAX),short_cover,2024-01-30,2963,205,-2758,0.0692,1,1.2241,0.001,-0.0387,-26873,-0.046,-0.033,-0.0727,-0.0346,0.0165
小麦 HRS (MGE→MIAX),short_cover,2024-03-05,3202,526,-2676,0.1643,1,-0.7733,-0.0396,-0.0785,-23007,0.037,0.0443,0.0357,0.1627,0.1143
小麦 HRS (MGE→MIAX),short_cover,2024-04-30,27995,874,-27121,0.0312,3,1.8749,0.1227,0.1627,-7185,-0.0134,0.0488,-0.0417,-0.1039,-0.1653
小麦 HRS (MGE→MIAX),short_cover,2024-09-10,19874,1500,-18374,0.0755,6,3.8567,0.0588,0.0351,-20725,0.0148,0.0293,0.0049,-0.047,-0.0502
小麦 HRS (MGE→MIAX),short_cover,2025-01-28,20697,-3192,-23889,-0.1542,5,4.5631,0.0804,0.0447,-19661,0.0267,0.0118,-0.0623,-0.0944,-0.0958
小麦 HRS (MGE→MIAX),short_cover,2025-04-15,7443,-1869,-9312,-0.2511,1,-0.2573,0.0035,-0.0374,-18331,-0.0028,-0.0373,-0.002,0.035,-0.0212
小麦 HRS (MGE→MIAX),short_cover,2025-06-03,30333,1615,-28718,0.0532,4,2.2782,0.0296,-0.0283,-15623,0.0378,-0.0276,-0.0209,-0.0682,-0.0946
小麦 HRS (MGE→MIAX),short_cover,2025-11-18,15332,5700,-9632,0.3718,3,1.9789,-0.0195,0.0132,-25169,-0.0048,-0.0151,-0.0316,-0.0143,0.0632
小麦 HRS (MGE→MIAX),short_cover,2026-02-24,34431,11346,-23085,0.3295,4,3.9146,0.1417,0.1678,-4418,-0.0077,-0.0346,-0.0315,0.0161,-0.0242
小麦 HRS (MGE→MIAX),short_cover,2026-07-21,26489,4796,-21693,0.1811,7,2.2112,0.0614,0.0785,3115,0.0004,0.0552,0.2008,,
