ticker,support_id,support_mid,support_lo,support_hi,touches,first_touch_date,last_touch_date,span_trading_days,level,last_close_date,last_close,dist_pct,status,strength
trv,S27,35.029244,34.328659,35.729829,66,1997-02-28,2009-03-09,3024,1Y+,2026-08-20,364.48999,940.53,above,A
trv,S28,32.856317,32.199191,33.513443,55,1997-01-24,2009-03-09,3048,1Y+,2026-08-20,364.48999,1009.35,above,A
trv,S29,29.701868,29.107831,30.295905,37,1995-10-09,2008-10-10,3275,1Y+,2026-08-20,364.48999,1127.16,above,A
trv,S30,27.408423,26.860255,27.956592,32,1995-09-05,2002-10-23,1797,1Y+,2026-08-20,364.48999,1229.85,above,A
trv,S31,25.50779,24.997635,26.017946,22,1995-02-24,2002-07-25,1867,1Y+,2026-08-20,364.48999,1328.94,above,A
trv,S32,23.237733,22.772978,23.702487,9,1995-01-24,2002-07-25,1889,1Y+,2026-08-20,364.48999,1468.53,above,A
trv,S33,21.57352,21.14205,22.00499,3,1995-01-06,2000-03-08,1305,1Y+,2026-08-20,364.48999,1589.52,above,C
unh,S1,382.295349,374.649442,389.941256,8,2021-03-31,2026-08-20,1353,1Y+,2026-08-20,384.850006,0.67,near,A
unh,S2,365.688391,358.374623,373.002159,7,2021-01-12,2026-05-05,1333,1Y+,2026-08-20,384.850006,5.24,above,A
unh,S3,421.308143,412.88198,429.734306,12,2021-05-11,2026-08-06,1315,1Y+,2026-08-20,384.850006,-8.65,below,A
unh,S4,458.052663,448.891609,467.213716,18,2021-11-19,2025-04-21,855,1Y+,2026-08-20,384.850006,-15.98,below,A
unh,S5,326.085849,319.564132,332.607566,21,2020-08-11,2026-04-20,1428,1Y+,2026-08-20,384.850006,18.02,above,A
unh,S6,495.245201,485.340297,505.150105,41,2021-12-17,2025-04-07,827,1Y+,2026-08-20,384.850006,-22.29,below,A
unh,S7,300.492692,294.482839,306.502546,33,2019-12-16,2026-04-10,1586,1Y+,2026-08-20,384.850006,28.07,above,A
unh,S8,542.661963,531.808724,553.515202,21,2022-04-22,2025-04-08,742,1Y+,2026-08-20,384.850006,-29.08,below,A
unh,S9,567.881042,556.523422,579.238663,8,2024-07-23,2025-04-08,178,6M+,2026-08-20,384.850006,-32.23,below,A
unh,S10,276.206088,270.681966,281.73021,31,2018-10-04,2026-03-31,1880,1Y+,2026-08-20,384.850006,39.33,above,A
unh,S11,256.590173,251.458369,261.721976,28,2018-06-27,2026-03-27,1947,1Y+,2026-08-20,384.850006,49.99,above,A
unh,S12,228.579585,224.007994,233.151177,22,2017-12-04,2020-04-03,586,1Y+,2026-08-20,384.850006,68.37,above,A
unh,S13,212.174916,207.931417,216.418414,9,2017-10-23,2020-03-24,607,1Y+,2026-08-20,384.850006,81.38,above,A
unh,S14,195.359078,191.451897,199.26626,3,2017-07-25,2020-03-23,669,1Y+,2026-08-20,384.850006,97.0,above,C
unh,S15,182.253827,178.60875,185.898903,4,2017-05-26,2017-07-13,32,1M+,2026-08-20,384.850006,111.16,above,C
unh,S16,165.813463,162.497194,169.129733,12,2016-12-02,2017-05-16,112,3M+,2026-08-20,384.850006,132.1,above,B
unh,S17,137.193527,134.449657,139.937398,11,2016-05-31,2016-11-09,114,3M+,2026-08-20,384.850006,180.52,above,B
unh,S18,128.844162,126.267279,131.421045,4,2016-04-08,2016-05-13,25,1M+,2026-08-20,384.850006,198.69,above,C
unh,S19,117.165898,114.82258,119.509216,30,2015-02-25,2016-02-29,254,1Y+,2026-08-20,384.850006,228.47,above,A
unh,S20,105.594456,103.482567,107.706345,8,2014-12-23,2016-01-14,266,1Y+,2026-08-20,384.850006,264.46,above,A
unh,S21,100.613483,98.601214,102.625753,4,2014-11-18,2015-08-24,191,6M+,2026-08-20,384.850006,282.5,above,B
unh,S22,95.170283,93.266877,97.073688,3,2014-10-29,2015-08-24,205,6M+,2026-08-20,384.850006,304.38,above,C
unh,S23,87.424688,85.676194,89.173181,7,2014-07-17,2014-10-16,64,3M+,2026-08-20,384.850006,340.21,above,B
unh,S24,81.814339,80.178052,83.450625,7,2014-03-19,2014-10-15,146,6M+,2026-08-20,384.850006,370.39,above,A
unh,S25,77.579819,76.028222,79.131415,6,2014-01-10,2014-08-08,145,6M+,2026-08-20,384.850006,396.07,above,A
unh,S26,70.420517,69.012107,71.828927,12,2013-07-18,2014-02-10,142,6M+,2026-08-20,384.850006,446.5,above,A
unh,S27,66.563098,65.231836,67.89436,5,2013-06-17,2013-10-28,93,3M+,2026-08-20,384.850006,478.17,above,B
unh,S28,62.147805,60.904849,63.390761,6,2005-11-21,2013-06-13,1901,1Y+,2026-08-20,384.850006,519.25,above,A
unh,S29,57.895391,56.737483,59.053298,24,2005-10-06,2013-05-03,1905,1Y+,2026-08-20,384.850006,564.73,above,A
unh,S30,53.989939,52.91014,55.069738,43,2005-06-30,2013-02-26,1926,1Y+,2026-08-20,384.850006,612.82,above,A
unh,S31,50.116938,49.114599,51.119277,60,2005-04-11,2012-11-14,1914,1Y+,2026-08-20,384.850006,667.9,above,A
unh,S32,47.017842,46.077485,47.958199,49,2005-03-02,2011-12-14,1711,1Y+,2026-08-20,384.850006,718.52,above,A
unh,S33,43.448309,42.579343,44.317275,23,2004-12-20,2011-11-23,1746,1Y+,2026-08-20,384.850006,785.77,above,A
unh,S34,40.077552,39.276001,40.879103,4,2004-11-09,2011-01-12,1555,1Y+,2026-08-20,384.850006,860.26,above,B
unh,S35,36.724155,35.989672,37.458638,13,2004-10-19,2010-12-29,1560,1Y+,2026-08-20,384.850006,947.95,above,A
unh,S36,33.74971,33.074715,34.424704,25,2004-04-08,2010-10-06,1635,1Y+,2026-08-20,384.850006,1040.31,above,A
unh,S37,30.981394,30.361766,31.601022,30,2004-01-22,2010-08-31,1664,1Y+,2026-08-20,384.850006,1142.2,above,A
unh,S38,28.412407,27.844159,28.980655,23,2003-12-17,2010-07-01,1645,1Y+,2026-08-20,384.850006,1254.51,above,A
unh,S39,27.048726,26.507751,27.5897,26,2003-07-31,2010-07-01,1742,1Y+,2026-08-20,384.850006,1322.8,above,A
unh,S40,24.885082,24.38738,25.382783,33,2002-10-25,2009-10-26,1762,1Y+,2026-08-20,384.850006,1446.51,above,A
unh,S41,23.322117,22.855674,23.788559,33,2002-05-30,2009-10-08,1854,1Y+,2026-08-20,384.850006,1550.15,above,A
unh,S42,21.531691,21.101057,21.962325,35,2002-04-18,2009-04-23,1766,1Y+,2026-08-20,384.850006,1687.37,above,A
unh,S43,20.015106,19.614804,20.415408,25,2002-04-11,2009-04-03,1758,1Y+,2026-08-20,384.850006,1822.8,above,A
unh,S44,18.741799,18.366963,19.116635,14,2002-01-16,2009-03-11,1799,1Y+,2026-08-20,384.850006,1953.43,above,A
unh,S45,17.238646,16.893873,17.583419,13,2001-09-06,2009-03-05,1882,1Y+,2026-08-20,384.850006,2132.48,above,A
unh,S46,15.865825,15.548509,16.183142,18,2000-12-29,2009-03-05,2054,1Y+,2026-08-20,384.850006,2325.65,above,A
unh,S47,14.268442,13.983073,14.553811,22,2000-10-17,2008-10-10,2006,1Y+,2026-08-20,384.850006,2597.21,above,A
unh,S48,13.3045,13.03841,13.57059,9,2000-10-04,2001-05-23,159,6M+,2026-08-20,384.850006,2792.63,above,A
unh,S49,12.475949,12.22643,12.725468,4,2000-09-25,2001-03-22,123,3M+,2026-08-20,384.850006,2984.74,above,B
unh,S50,11.598454,11.366485,11.830423,3,2000-07-07,2000-09-08,44,1M+,2026-08-20,384.850006,3218.11,above,C
unh,S51,10.97547,10.755961,11.19498,3,2000-07-14,2000-08-25,30,1M+,2026-08-20,384.850006,3406.46,above,C
unh,S52,10.051297,9.850271,10.252323,3,2000-06-26,2000-07-26,21,1M+,2026-08-20,384.850006,3728.86,above,C
unh,S53,8.695625,8.521712,8.869537,8,1998-04-24,2000-05-09,515,1Y+,2026-08-20,384.850006,4325.79,above,A
unh,S54,7.775005,7.619505,7.930505,29,1995-12-20,2000-05-03,1102,1Y+,2026-08-20,384.850006,4849.84,above,A
unh,S55,7.021088,6.880666,7.16151,35,1995-11-02,2000-03-28,1110,1Y+,2026-08-20,384.850006,5381.34,above,A
unh,S56,6.675571,6.54206,6.809082,38,1995-10-27,2000-03-17,1107,1Y+,2026-08-20,384.850006,5665.05,above,A
unh,S57,6.187398,6.06365,6.311146,39,1995-02-02,2000-03-08,1286,1Y+,2026-08-20,384.850006,6119.9,above,A
unh,S58,5.911525,5.793295,6.029756,36,1995-01-30,2000-03-08,1289,1Y+,2026-08-20,384.850006,6410.16,above,A
unh,S59,5.393922,5.286044,5.501801,33,1995-01-04,1999-10-14,1207,1Y+,2026-08-20,384.850006,7034.88,above,A
unh,S60,4.922395,4.823947,5.020843,21,1995-04-25,1999-10-13,1129,1Y+,2026-08-20,384.850006,7718.35,above,A
unh,S61,4.539024,4.448244,4.629805,16,1995-04-20,1998-10-23,888,1Y+,2026-08-20,384.850006,8378.69,above,A
unh,S62,4.149406,4.066418,4.232395,6,1996-07-11,1998-10-01,562,1Y+,2026-08-20,384.850006,9174.82,above,A
unh,S63,3.824414,3.747926,3.900903,3,1996-07-11,1998-08-14,529,1Y+,2026-08-20,384.850006,9962.98,above,C
utes,S1,76.486318,74.956592,78.016044,17,2025-06-25,2026-08-10,282,1Y+,2026-08-18,75.940002,-0.71,near,A
utes,S2,80.944063,79.325182,82.562945,24,2025-08-25,2026-07-28,231,6M+,2026-08-18,75.940002,-6.18,below,A
utes,S3,68.987219,67.607474,70.366963,9,2024-12-09,2025-05-22,112,3M+,2026-08-18,75.940002,10.08,above,B
utes,S4,64.318812,63.032436,65.605189,15,2024-11-01,2025-04-30,121,3M+,2026-08-18,75.940002,18.07,above,B
utes,S5,59.888861,58.691084,61.086639,4,2024-09-13,2025-04-04,139,6M+,2026-08-18,75.940002,26.8,above,B
utes,S6,54.631092,53.53847,55.723714,5,2024-06-06,2024-09-06,63,3M+,2026-08-18,75.940002,39.01,above,B
utes,S7,50.853524,49.836453,51.870594,9,2022-04-18,2024-07-25,570,1Y+,2026-08-18,75.940002,49.33,above,A
utes,S8,44.538806,43.64803,45.429582,39,2020-02-04,2024-02-26,1021,1Y+,2026-08-18,75.940002,70.5,above,A
utes,S9,41.757552,40.922401,42.592703,37,2019-08-30,2024-02-08,1117,1Y+,2026-08-18,75.940002,81.86,above,A
utes,S10,37.927831,37.169274,38.686387,25,2019-03-14,2021-03-04,497,1Y+,2026-08-18,75.940002,100.22,above,A
utes,S11,34.657219,33.964075,35.350363,23,2017-08-16,2020-06-26,720,1Y+,2026-08-18,75.940002,119.12,above,A
utes,S12,31.535006,30.904305,32.165706,21,2016-06-07,2020-04-03,963,1Y+,2026-08-18,75.940002,140.81,above,A
utes,S13,28.203799,27.639724,28.767875,5,2016-02-01,2020-03-23,1042,1Y+,2026-08-18,75.940002,169.25,above,B
utes,S14,25.857404,25.340256,26.374552,8,2015-10-01,2016-01-21,76,3M+,2026-08-18,75.940002,193.69,above,B
v,S1,359.458928,352.26975,366.648107,17,2025-02-21,2026-08-17,372,1Y+,2026-08-21,371.040009,3.22,above,A
v,S2,335.737766,329.023011,342.452521,22,2025-01-24,2026-06-22,352,1Y+,2026-08-21,371.040009,10.51,above,A
v,S3,308.861179,302.683956,315.038403,13,2024-11-07,2026-06-03,391,1Y+,2026-08-21,371.040009,20.13,above,A
v,S4,272.265884,266.820567,277.711202,13,2024-01-17,2024-09-25,174,6M+,2026-08-21,371.040009,36.28,above,A
v,S5,258.020175,252.859771,263.180578,6,2023-11-21,2024-08-05,175,6M+,2026-08-21,371.040009,43.8,above,A
v,S6,234.559164,229.867981,239.250347,27,2021-05-10,2023-10-03,604,1Y+,2026-08-21,371.040009,58.19,above,A
v,S7,219.358642,214.971469,223.745815,41,2020-08-31,2023-06-08,697,1Y+,2026-08-21,371.040009,69.15,above,A
v,S8,202.671851,198.618414,206.725288,44,2020-01-15,2022-12-19,738,1Y+,2026-08-21,371.040009,83.07,above,A
v,S9,188.513323,184.743056,192.283589,27,2019-09-09,2022-10-14,782,1Y+,2026-08-21,371.040009,96.82,above,A
v,S10,175.707538,172.193387,179.221689,19,2019-06-13,2022-10-12,840,1Y+,2026-08-21,371.040009,111.17,above,A
v,S11,165.483359,162.173692,168.793026,14,2019-05-02,2020-04-21,244,6M+,2026-08-21,371.040009,124.22,above,A
v,S12,151.514906,148.484608,154.545204,6,2018-10-04,2020-04-03,376,1Y+,2026-08-21,371.040009,144.89,above,A
v,S13,143.250295,140.385289,146.115301,15,2018-07-30,2020-03-23,414,1Y+,2026-08-21,371.040009,159.02,above,A
v,S14,133.66638,130.993052,136.339707,13,2018-05-09,2020-03-23,470,1Y+,2026-08-21,371.040009,177.59,above,A
v,S15,125.487009,122.977269,127.996749,9,2018-02-02,2019-01-03,230,6M+,2026-08-21,371.040009,195.68,above,A
v,S16,113.069502,110.808112,115.330892,5,2017-11-17,2018-02-08,55,1M+,2026-08-21,371.040009,228.15,above,C
v,S17,102.996432,100.936503,105.056361,6,2017-07-27,2017-10-04,48,1M+,2026-08-21,371.040009,260.25,above,C
v,S18,87.695681,85.941768,89.449595,4,2017-02-07,2017-03-21,29,1M+,2026-08-21,371.040009,323.1,above,C
v,S19,83.823827,82.147351,85.500304,7,2016-09-09,2017-02-08,104,3M+,2026-08-21,371.040009,342.64,above,B
v,S20,76.131884,74.609246,77.654521,22,2015-08-06,2016-12-22,349,1Y+,2026-08-21,371.040009,387.36,above,A
v,S21,71.542584,70.111732,72.973436,16,2015-05-08,2016-03-22,219,6M+,2026-08-21,371.040009,418.63,above,A
v,S22,64.194005,62.910125,65.477885,17,2014-11-05,2015-08-24,200,6M+,2026-08-21,371.040009,478.0,above,A
v,S23,51.119827,50.097431,52.142224,15,2013-10-22,2014-10-15,247,6M+,2026-08-21,371.040009,625.82,above,A
v,S24,49.052391,48.071343,50.033439,10,2013-07-31,2014-10-15,305,1Y+,2026-08-21,371.040009,656.42,above,A
v,S25,45.515885,44.605568,46.426203,6,2013-05-02,2013-10-08,110,3M+,2026-08-21,371.040009,715.19,above,B
v,S26,42.695957,41.842038,43.549876,7,2013-04-03,2013-08-30,105,3M+,2026-08-21,371.040009,769.03,above,B
v,S27,40.548767,39.737791,41.359742,10,2013-01-08,2013-05-01,78,3M+,2026-08-21,371.040009,815.05,above,B
v,S28,33.50934,32.839153,34.179527,3,2012-09-11,2012-10-24,31,1M+,2026-08-21,371.040009,1007.27,above,C
v,S29,30.768906,30.153528,31.384285,7,2012-03-26,2012-07-25,84,3M+,2026-08-21,371.040009,1105.89,above,B
v,S30,28.311743,27.745508,28.877978,7,2012-02-09,2012-06-13,86,3M+,2026-08-21,371.040009,1210.55,above,B
v,S31,26.175895,25.652377,26.699413,5,2011-12-27,2012-02-07,28,1M+,2026-08-21,371.040009,1317.49,above,C
v,S32,22.122741,21.680286,22.565196,21,2008-05-02,2011-11-25,900,1Y+,2026-08-21,371.040009,1577.19,above,A
v,S33,20.087408,19.68566,20.489156,26,2008-04-29,2011-10-04,866,1Y+,2026-08-21,371.040009,1747.13,above,A
v,S34,18.796734,18.420799,19.172668,28,2008-04-25,2011-08-09,829,1Y+,2026-08-21,371.040009,1873.96,above,A
v,S35,17.445797,17.096881,17.794713,33,2008-04-09,2011-03-16,740,1Y+,2026-08-21,371.040009,2026.82,above,A
v,S36,16.103833,15.781756,16.425909,14,2008-03-19,2010-09-13,626,1Y+,2026-08-21,371.040009,2204.05,above,A
v,S37,14.708973,14.414793,15.003152,7,2008-03-19,2009-07-08,328,1Y+,2026-08-21,371.040009,2422.54,above,A
v,S38,13.475472,13.205963,13.744982,14,2008-10-09,2009-04-20,131,6M+,2026-08-21,371.040009,2653.45,above,A
v,S39,12.622514,12.370064,12.874964,14,2008-10-09,2009-03-25,114,3M+,2026-08-21,371.040009,2839.51,above,B
v,S40,11.731543,11.496912,11.966174,7,2008-10-08,2009-01-29,77,3M+,2026-08-21,371.040009,3062.76,above,B
v,S41,11.140387,10.91758,11.363195,3,2008-10-24,2009-01-20,58,1M+,2026-08-21,371.040009,3230.58,above,C
vix,S1,16.31973,15.993335,16.646124,312,1996-01-11,2026-08-20,7702,1Y+,2026-08-20,16.01,-1.9,near,A
vix,S2,15.104079,14.801997,15.406161,296,1995-10-03,2026-08-19,7770,1Y+,2026-08-20,16.01,6.0,above,A
vix,S3,17.668714,17.31534,18.022089,324,1996-03-01,2026-07-31,7653,1Y+,2026-08-20,16.01,-9.39,below,A
vix,S4,13.958462,13.679292,14.237631,276,1995-01-06,2026-08-14,7954,1Y+,2026-08-20,16.01,14.7,above,A
vix,S5,19.017424,18.637076,19.397773,334,1996-03-13,2026-07-31,7645,1Y+,2026-08-20,16.01,-15.81,below,A
vix,S6,20.789305,20.373519,21.205092,360,1996-03-11,2026-07-29,7645,1Y+,2026-08-20,16.01,-22.99,below,A
vix,S7,12.754429,12.49934,13.009517,262,1995-01-06,2024-12-06,7532,1Y+,2026-08-20,16.01,25.53,above,A
vix,S8,22.474318,22.024832,22.923805,286,1997-04-01,2026-06-11,7346,1Y+,2026-08-20,16.01,-28.76,below,A
vix,S9,24.327778,23.841222,24.814333,257,1997-08-14,2026-04-02,7202,1Y+,2026-08-20,16.01,-34.19,below,A
vix,S10,11.8625,11.62525,12.09975,192,1995-01-11,2024-07-19,7431,1Y+,2026-08-20,16.01,34.96,above,A
vix,S11,26.032973,25.512313,26.553632,231,1997-08-28,2026-04-07,7194,1Y+,2026-08-20,16.01,-38.5,below,A
vix,S12,27.978261,27.418696,28.537826,184,1997-10-27,2026-03-26,7146,1Y+,2026-08-20,16.01,-42.78,below,A
vix,S13,29.911,29.31278,30.50922,141,1997-10-27,2026-03-31,7149,1Y+,2026-08-20,16.01,-46.47,below,A
vix,S14,10.913111,10.694849,11.131373,117,1995-01-13,2024-07-19,7429,1Y+,2026-08-20,16.01,46.7,above,A
vix,S15,32.003846,31.363769,32.643923,105,1997-10-27,2025-04-17,6911,1Y+,2026-08-20,16.01,-49.97,below,A
vix,S16,34.43,33.7414,35.1186,81,1997-10-28,2025-04-21,6911,1Y+,2026-08-20,16.01,-53.5,below,A
vix,S17,37.166665,36.423332,37.909999,64,1997-10-28,2025-04-09,6904,1Y+,2026-08-20,16.01,-56.92,below,A
vix,S18,40.1025,39.30045,40.90455,45,1998-09-01,2025-04-09,6692,1Y+,2026-08-20,16.01,-60.08,below,A
vix,S19,9.798636,9.602664,9.994609,25,2005-07-20,2018-01-08,3139,1Y+,2026-08-20,16.01,63.39,above,A
vix,S20,43.914,43.03572,44.79228,34,1998-09-01,2025-04-09,6692,1Y+,2026-08-20,16.01,-63.54,below,A
vix,S21,47.73,46.7754,48.6846,20,2008-09-29,2025-04-09,4158,1Y+,2026-08-20,16.01,-66.46,below,A
vix,S22,54.506667,53.416533,55.5968,13,2008-10-06,2020-04-02,2892,1Y+,2026-08-20,16.01,-70.63,below,A
vix,S23,61.669998,60.436598,62.903398,12,2008-10-09,2020-03-30,2886,1Y+,2026-08-20,16.01,-74.04,below,A
vrtx,S1,490.799988,480.983988,500.615988,21,2024-06-12,2026-08-03,535,1Y+,2026-08-14,505.75,3.05,above,A
vrtx,S2,470.653746,461.240671,480.066821,32,2024-06-03,2026-08-03,542,1Y+,2026-08-14,505.75,7.46,above,A
vrtx,S3,435.079999,426.378399,443.781599,21,2024-02-06,2026-06-10,587,1Y+,2026-08-14,505.75,16.24,above,A
vrtx,S4,403.026001,394.965481,411.086521,12,2023-12-20,2025-11-07,472,1Y+,2026-08-14,505.75,25.49,above,A
vrtx,S5,370.439995,363.031195,377.848795,7,2023-10-09,2025-09-24,491,1Y+,2026-08-14,505.75,36.53,above,A
vrtx,S6,340.178749,333.375174,346.982324,19,2023-04-17,2023-11-28,156,6M+,2026-08-14,505.75,48.67,above,A
vrtx,S7,304.636673,298.54394,310.729406,16,2020-06-23,2023-03-17,688,1Y+,2026-08-14,505.75,66.02,above,A
vrtx,S8,284.223529,278.539058,289.907999,24,2020-05-26,2023-03-08,701,1Y+,2026-08-14,505.75,77.94,above,A
vrtx,S9,265.506663,260.19653,270.816796,17,2020-04-07,2022-06-17,554,1Y+,2026-08-14,505.75,90.48,above,A
vrtx,S10,244.954004,240.054924,249.853084,9,2020-02-24,2022-06-13,581,1Y+,2026-08-14,505.75,106.47,above,A
vrtx,S11,227.537857,222.9871,232.088614,20,2019-11-26,2022-02-18,562,1Y+,2026-08-14,505.75,122.27,above,A
vrtx,S12,213.041111,208.780288,217.301933,16,2019-11-15,2022-01-03,536,1Y+,2026-08-14,505.75,137.4,above,A
vrtx,S13,198.278573,194.313002,202.244145,10,2019-01-23,2021-12-03,723,1Y+,2026-08-14,505.75,155.07,above,A
vrtx,S14,183.631667,179.959033,187.3043,26,2018-07-20,2021-11-22,842,1Y+,2026-08-14,505.75,175.42,above,A
vrtx,S15,172.390868,168.943051,175.838686,29,2018-01-25,2019-10-18,436,1Y+,2026-08-14,505.75,193.37,above,A
vrtx,S16,157.909998,154.751798,161.068198,20,2017-07-20,2019-01-02,365,1Y+,2026-08-14,505.75,220.28,above,A
vrtx,S17,150.096112,147.094189,153.098034,19,2017-08-10,2018-12-24,345,1Y+,2026-08-14,505.75,236.95,above,A
vrtx,S18,136.010002,133.289802,138.730202,11,2015-03-20,2017-12-06,685,1Y+,2026-08-14,505.75,271.85,above,A
vrtx,S19,124.320715,121.834301,126.80713,24,2015-01-06,2017-07-06,629,1Y+,2026-08-14,505.75,306.81,above,A
vrtx,S20,117.129,114.78642,119.47158,18,2015-01-06,2017-04-13,572,1Y+,2026-08-14,505.75,331.79,above,A
vrtx,S21,109.306666,107.120533,111.492799,8,2015-02-09,2017-04-11,547,1Y+,2026-08-14,505.75,362.69,above,A
vrtx,S22,100.68,98.6664,102.6936,3,2015-09-28,2016-08-25,230,6M+,2026-08-14,505.75,402.33,above,C
vrtx,S23,95.219999,93.315599,97.124399,8,2016-01-29,2017-03-17,285,1Y+,2026-08-14,505.75,431.14,above,A
vrtx,S24,88.383637,86.615964,90.15131,25,2016-01-20,2017-03-23,296,1Y+,2026-08-14,505.75,472.22,above,A
vrtx,S25,80.406666,78.798533,82.0148,14,2016-01-28,2017-01-05,237,6M+,2026-08-14,505.75,528.99,above,A
vrtx,S26,73.669998,72.196598,75.143398,4,2016-10-27,2016-12-22,39,1M+,2026-08-14,505.75,586.51,above,C
vst,S1,138.290249,135.524444,141.056053,16,2024-10-07,2026-08-18,466,1Y+,2026-08-18,140.520004,1.61,near,A
vst,S2,152.508331,149.458165,155.558498,30,2024-11-11,2026-08-04,431,1Y+,2026-08-18,140.520004,-7.86,below,A
vst,S3,126.426479,123.89795,128.955009,10,2024-10-02,2025-04-23,138,6M+,2026-08-18,140.520004,11.15,above,A
vst,S4,162.555522,159.304412,165.806633,28,2024-12-02,2026-07-27,411,1Y+,2026-08-18,140.520004,-13.56,below,A
vst,S5,172.556023,169.104902,176.007143,12,2025-01-10,2026-03-19,297,1Y+,2026-08-18,140.520004,-18.57,below,A
vst,S6,114.606178,112.314055,116.898302,10,2024-09-23,2025-04-08,135,6M+,2026-08-18,140.520004,22.61,above,A
vst,S7,187.001687,183.261653,190.741721,11,2025-01-21,2025-11-11,204,6M+,2026-08-18,140.520004,-24.86,below,A
vst,S8,196.252472,192.327422,200.177521,15,2025-07-01,2025-10-31,86,3M+,2026-08-18,140.520004,-28.4,below,B
vst,S9,204.517181,200.426838,208.607525,7,2025-07-24,2025-10-27,66,3M+,2026-08-18,140.520004,-31.29,below,B
vst,S10,105.152054,103.049013,107.255095,5,2024-05-31,2025-04-21,221,6M+,2026-08-18,140.520004,33.64,above,B
vst,S11,90.144394,88.341506,91.947282,8,2024-05-08,2025-04-07,228,6M+,2026-08-18,140.520004,55.88,above,A
vst,S12,84.243678,82.558804,85.928551,8,2024-05-03,2024-09-13,91,3M+,2026-08-18,140.520004,66.8,above,B
vst,S13,74.829994,73.333394,76.326594,7,2024-04-09,2024-09-06,104,3M+,2026-08-18,140.520004,87.79,above,B
vst,S14,69.076225,67.694701,70.45775,7,2024-03-26,2024-08-05,90,3M+,2026-08-18,140.520004,103.43,above,B
vst,S15,64.694298,63.400412,65.988184,3,2024-03-19,2024-04-19,22,1M+,2026-08-18,140.520004,117.21,above,C
vst,S16,33.834236,33.157551,34.510921,7,2023-09-20,2023-11-21,44,1M+,2026-08-18,140.520004,315.32,above,C
vst,S17,31.103022,30.480962,31.725082,5,2023-08-11,2023-10-23,50,1M+,2026-08-18,140.520004,351.79,above,C
vst,S18,27.160303,26.617097,27.703509,14,2019-02-25,2023-08-03,1118,1Y+,2026-08-18,140.520004,417.37,above,A
vst,S19,25.544661,25.033767,26.055554,27,2018-09-28,2023-07-17,1205,1Y+,2026-08-18,140.520004,450.1,above,A
vst,S20,23.617479,23.145129,24.089828,55,2018-05-02,2023-05-30,1277,1Y+,2026-08-18,140.520004,494.98,above,A
vst,S21,22.339276,21.892491,22.786062,50,2018-04-12,2023-05-04,1274,1Y+,2026-08-18,140.520004,529.03,above,A
vst,S22,20.248464,19.843495,20.653433,19,2017-10-30,2022-02-24,1087,1Y+,2026-08-18,140.520004,593.98,above,A
vst,S23,18.721494,18.347065,19.095924,38,2017-09-26,2021-11-04,1035,1Y+,2026-08-18,140.520004,650.58,above,A
vst,S24,17.05855,16.717379,17.399721,28,2017-01-30,2021-09-28,1174,1Y+,2026-08-18,140.520004,723.75,above,A
vst,S25,15.975565,15.656053,16.295076,19,2016-10-05,2021-06-03,1172,1Y+,2026-08-18,140.520004,779.59,above,A
vst,S26,14.79842,14.502451,15.094388,12,2016-11-02,2020-04-01,857,1Y+,2026-08-18,140.520004,849.56,above,A
vst,S27,13.516115,13.245793,13.786437,6,2016-11-02,2020-03-23,850,1Y+,2026-08-18,140.520004,939.65,above,A
vz,S1,48.486734,47.517,49.456469,133,1998-10-05,2026-08-17,7008,1Y+,2026-08-20,49.189999,1.45,near,A
vz,S2,45.889615,44.971823,46.807408,109,1998-04-08,2026-08-05,7124,1Y+,2026-08-20,49.189999,7.19,above,A
vz,S3,42.838632,41.981859,43.695404,81,1998-01-28,2026-07-01,7149,1Y+,2026-08-20,49.189999,14.83,above,A
vz,S4,40.458783,39.649607,41.267958,89,1997-11-19,2026-07-02,7196,1Y+,2026-08-20,49.189999,21.58,above,A
vz,S5,37.80545,37.049341,38.561559,74,1997-10-09,2025-10-23,7053,1Y+,2026-08-20,49.189999,30.11,above,A
vz,S6,34.212879,33.528622,34.897137,94,1997-06-25,2023-10-27,6629,1Y+,2026-08-20,49.189999,43.78,above,A
vz,S7,31.443226,30.814362,32.072091,72,1995-12-18,2023-10-13,7003,1Y+,2026-08-20,49.189999,56.44,above,A
vz,S8,29.317821,28.731465,29.904178,78,1995-10-19,2010-09-03,3745,1Y+,2026-08-20,49.189999,67.78,above,A
vz,S9,26.967282,26.427936,27.506627,56,1995-06-22,2010-06-30,3782,1Y+,2026-08-20,49.189999,82.41,above,A
vz,S10,25.179599,24.676007,25.683191,27,1995-01-30,2010-06-07,3865,1Y+,2026-08-20,49.189999,95.36,above,A
wat,S1,400.569997,392.558597,408.581397,14,2021-07-29,2026-08-18,1268,1Y+,2026-08-21,410.700012,2.53,near,A
wat,S2,370.350525,362.943514,377.757535,27,2021-07-19,2026-06-23,1237,1Y+,2026-08-21,410.700012,10.89,above,A
wat,S3,342.790002,335.934202,349.645802,40,2021-06-14,2026-07-21,1280,1Y+,2026-08-21,410.700012,19.81,above,A
wat,S4,322.56077,316.109554,329.011985,54,2021-05-11,2026-05-20,1262,1Y+,2026-08-21,410.700012,27.32,above,A
wat,S5,297.622062,291.669621,303.574503,42,2021-04-05,2026-05-04,1276,1Y+,2026-08-21,410.700012,37.99,above,A
