label,symbol,entry_date,exit_date,pnl_pct,vix,days_in_run,day_no_in_run,show_marker
VIX 低位日 <15 (区间D1天),SPY,2014-03-18,2014-04-15,-1.8438,14.52,1,1,False
VIX 低位日 <15 (区间D1天),SPY,2014-03-20,2014-04-17,-0.7244,14.52,1,1,False
VIX 低位日 <15 (区间D9天),SPY,2014-03-25,2014-04-23,0.6119,14.02,9,1,False
VIX 低位日 <15 (区间D9天),SPY,2014-03-26,2014-04-24,1.5462,14.93,9,2,False
VIX 低位日 <15 (区间D9天),SPY,2014-03-27,2014-04-25,0.9264,14.62,9,3,False
VIX 低位日 <15 (区间D9天),SPY,2014-03-28,2014-04-28,0.7494,14.41,9,4,False
VIX 低位日 <15 (区间D9天),SPY,2014-03-31,2014-04-29,0.3957,13.88,9,5,False
VIX 低位日 <15 (区间D9天),SPY,2014-04-01,2014-04-30,0.0319,13.1,9,6,False
VIX 低位日 <15 (区间D9天),SPY,2014-04-02,2014-05-01,-0.2912,13.09,9,7,False
VIX 低位日 <15 (区间D9天),SPY,2014-04-03,2014-05-02,-0.3022,13.37,9,8,False
VIX 低位日 <15 (区间D9天),SPY,2014-04-04,2014-05-05,1.0837,13.96,9,9,False
VIX 低位日 <15 (区间D2天),SPY,2014-04-08,2014-05-07,1.5019,14.89,2,1,False
VIX 低位日 <15 (区间D2天),SPY,2014-04-09,2014-05-08,0.3154,13.82,2,2,False
VIX 低位日 <15 (区间D73天),SPY,2014-04-16,2014-05-15,0.6823,14.18,73,1,False
VIX 低位日 <15 (区间D73天),SPY,2014-04-17,2014-05-16,0.8906,13.36,73,2,False
VIX 低位日 <15 (区间D73天),SPY,2014-04-21,2014-05-19,0.9089,13.25,73,3,False
VIX 低位日 <15 (区间D73天),SPY,2014-04-22,2014-05-20,-0.181,13.19,73,4,False
VIX 低位日 <15 (区间D73天),SPY,2014-04-23,2014-05-21,0.8962,13.27,73,5,False
VIX 低位日 <15 (区间D73天),SPY,2014-04-24,2014-05-22,0.937,13.32,73,6,False
VIX 低位日 <15 (区间D73天),SPY,2014-04-25,2014-05-23,2.1794,14.06,73,7,False
VIX 低位日 <15 (区间D73天),SPY,2014-04-28,2014-05-27,2.4829,13.97,73,8,False
VIX 低位日 <15 (区间D73天),SPY,2014-04-29,2014-05-28,1.9334,13.71,73,9,False
VIX 低位日 <15 (区间D73天),SPY,2014-04-30,2014-05-29,2.156,13.41,73,10,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-01,2014-05-30,2.3098,13.25,73,11,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-02,2014-06-02,2.5736,12.91,73,12,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-05,2014-06-03,2.3246,13.29,73,13,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-06,2014-06-04,3.4318,13.8,73,14,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-07,2014-06-05,3.4969,13.4,73,15,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-08,2014-06-06,4.1027,13.43,73,16,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-09,2014-06-09,4.0541,12.92,73,17,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-12,2014-06-10,3.0613,12.23,73,18,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-13,2014-06-11,2.6111,12.13,73,19,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-14,2014-06-12,2.3696,12.17,73,20,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-15,2014-06-13,3.5913,13.17,73,21,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-16,2014-06-16,3.3183,12.44,73,22,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-19,2014-06-17,3.2267,12.42,73,23,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-20,2014-06-18,4.6441,12.96,73,24,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-21,2014-06-19,3.8862,11.91,73,25,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-22,2014-06-20,3.3493,12.03,73,26,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-23,2014-06-23,2.9052,11.36,73,27,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-27,2014-06-24,1.6604,11.51,73,28,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-28,2014-06-25,2.1946,11.68,73,29,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-29,2014-06-26,1.5959,11.57,73,30,False
VIX 低位日 <15 (区间D73天),SPY,2014-05-30,2014-06-27,1.6297,11.4,73,31,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-02,2014-06-30,1.4619,11.58,73,32,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-03,2014-07-01,2.194,11.87,73,33,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-04,2014-07-02,2.0912,12.08,73,34,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-05,2014-07-03,1.9285,11.68,73,35,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-06,2014-07-07,1.0902,10.73,73,36,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-09,2014-07-08,0.3375,11.15,73,37,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-10,2014-07-09,0.7771,10.99,73,38,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-11,2014-07-10,0.7285,11.6,73,39,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-12,2014-07-11,1.5862,12.56,73,40,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-13,2014-07-14,1.7875,12.18,73,41,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-16,2014-07-15,1.5132,12.65,73,42,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-17,2014-07-16,1.6065,12.06,73,43,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-18,2014-07-17,-0.2802,10.61,73,44,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-19,2014-07-18,0.626,10.62,73,45,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-20,2014-07-21,0.7145,10.85,73,46,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-23,2014-07-22,1.1844,10.98,73,47,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-24,2014-07-23,2.0236,12.13,73,48,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-25,2014-07-24,1.5697,11.59,73,49,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-26,2014-07-25,1.1666,11.63,73,50,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-27,2014-07-28,1.0111,11.26,73,51,False
VIX 低位日 <15 (区间D73天),SPY,2014-06-30,2014-07-29,0.6284,11.57,73,52,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-01,2014-07-30,-0.0254,11.15,73,53,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-02,2014-07-31,-2.0991,10.82,73,54,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-03,2014-08-01,-2.8759,10.32,73,55,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-07,2014-08-04,-1.8328,11.33,73,56,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-08,2014-08-05,-2.1555,11.98,73,57,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-09,2014-08-06,-2.5619,11.65,73,58,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-10,2014-08-07,-2.7045,12.59,73,59,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-11,2014-08-08,-1.7141,12.08,73,60,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-14,2014-08-11,-1.9231,11.82,73,61,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-15,2014-08-12,-1.876,11.96,73,62,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-16,2014-08-13,-1.5761,11.0,73,63,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-17,2014-08-14,0.0255,14.54,73,64,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-18,2014-08-15,-1.0065,12.06,73,65,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-21,2014-08-18,0.0101,12.81,73,66,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-22,2014-08-19,0.0959,12.24,73,67,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-23,2014-08-20,0.141,11.52,73,68,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-24,2014-08-21,0.4279,11.84,73,69,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-25,2014-08-22,0.7435,12.69,73,70,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-28,2014-08-25,1.2133,12.56,73,71,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-29,2014-08-26,1.7162,13.28,73,72,False
VIX 低位日 <15 (区间D73天),SPY,2014-07-30,2014-08-27,1.6601,13.33,73,73,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-11,2014-09-09,2.8483,14.23,32,1,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-12,2014-09-10,3.3793,14.13,32,2,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-13,2014-09-11,2.8023,12.9,32,3,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-14,2014-09-12,1.7215,12.42,32,4,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-15,2014-09-15,1.6656,13.15,32,5,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-18,2014-09-16,1.5809,12.32,32,6,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-19,2014-09-17,1.1896,12.21,32,7,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-20,2014-09-18,1.4579,11.78,32,8,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-21,2014-09-19,0.6015,11.76,32,9,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-22,2014-09-22,-0.0201,11.47,32,10,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-25,2014-09-23,-1.0939,11.7,32,11,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-26,2014-09-24,-0.3844,11.63,32,12,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-27,2014-09-25,-1.9526,11.78,32,13,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-28,2014-09-26,-1.1192,12.05,32,14,False
VIX 低位日 <15 (区间D32天),SPY,2014-08-29,2014-09-29,-1.5794,12.09,32,15,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-02,2014-09-30,-1.7895,12.25,32,16,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-03,2014-10-01,-3.0673,12.36,32,17,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-04,2014-10-02,-2.9119,12.64,32,18,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-05,2014-10-03,-2.2823,12.09,32,19,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-08,2014-10-06,-2.1437,12.66,32,20,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-09,2014-10-07,-3.0403,13.5,32,21,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-10,2014-10-08,-1.7144,12.88,32,22,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-11,2014-10-09,-3.7743,12.8,32,23,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-12,2014-10-10,-4.3138,13.31,32,24,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-15,2014-10-13,-5.8147,14.12,32,25,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-16,2014-10-14,-6.3747,12.73,32,26,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-17,2014-10-15,-7.1333,12.65,32,27,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-18,2014-10-16,-7.7049,12.03,32,28,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-19,2014-10-17,-6.0937,12.11,32,29,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-22,2014-10-20,-4.4439,13.69,32,30,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-23,2014-10-21,-1.9898,14.93,32,31,False
VIX 低位日 <15 (区间D32天),SPY,2014-09-24,2014-10-22,-3.4426,13.27,32,32,False
VIX 低位日 <15 (区间D1天),SPY,2014-09-26,2014-10-24,-0.7428,14.85,1,1,False
VIX 低位日 <15 (区间D1天),SPY,2014-10-03,2014-10-31,2.6155,14.55,1,1,False
VIX 低位日 <15 (区间D1天),SPY,2014-10-28,2014-11-25,4.3849,14.39,1,1,False
VIX 低位日 <15 (区间D27天),SPY,2014-10-30,2014-11-28,3.9222,14.52,27,1,False
VIX 低位日 <15 (区间D27天),SPY,2014-10-31,2014-12-01,2.0331,14.03,27,2,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-03,2014-12-02,2.6367,14.73,27,3,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-04,2014-12-03,3.3918,14.89,27,4,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-05,2014-12-04,2.6292,14.17,27,5,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-06,2014-12-05,2.3874,13.67,27,6,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-07,2014-12-08,1.6081,13.12,27,7,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-10,2014-12-09,1.2207,12.67,27,8,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-11,2014-12-10,-0.4996,12.92,27,9,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-12,2014-12-11,0.1128,13.02,27,10,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-13,2014-12-12,-1.6161,13.79,27,11,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-14,2014-12-15,-2.3159,13.31,27,12,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-17,2014-12-16,-3.1609,13.99,27,13,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-18,2014-12-17,-1.8292,13.86,27,14,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-19,2014-12-18,0.7602,13.96,27,15,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-20,2014-12-19,0.4572,13.58,27,16,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-21,2014-12-22,0.3822,12.9,27,17,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-24,2014-12-23,0.2364,12.62,27,18,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-25,2014-12-24,0.3187,12.25,27,19,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-26,2014-12-26,0.3853,12.07,27,20,False
VIX 低位日 <15 (区间D27天),SPY,2014-11-28,2014-12-29,0.7336,13.33,27,21,False
VIX 低位日 <15 (区间D27天),SPY,2014-12-01,2014-12-30,0.8943,14.16,27,22,False
VIX 低位日 <15 (区间D27天),SPY,2014-12-02,2014-12-31,-0.7485,12.85,27,23,False
VIX 低位日 <15 (区间D27天),SPY,2014-12-03,2015-01-02,-1.1833,12.5,27,24,False
VIX 低位日 <15 (区间D27天),SPY,2014-12-04,2015-01-05,-2.8604,12.38,27,25,False
VIX 低位日 <15 (区间D27天),SPY,2014-12-05,2015-01-06,-3.9327,11.89,27,26,False
VIX 低位日 <15 (区间D27天),SPY,2014-12-08,2015-01-07,-2.0812,14.21,27,27,False
VIX 低位日 <15 (区间D3天),SPY,2014-12-23,2015-01-23,-1.3381,14.8,3,1,False
VIX 低位日 <15 (区间D3天),SPY,2014-12-24,2015-01-26,-1.1166,14.37,3,2,False
VIX 低位日 <15 (区间D3天),SPY,2014-12-26,2015-01-27,-2.7346,14.5,3,3,False
VIX 低位日 <15 (区间D1天),SPY,2015-02-13,2015-03-16,-0.572,14.69,1,1,False
VIX 低位日 <15 (区间D10天),SPY,2015-02-20,2015-03-20,-0.3929,14.3,10,1,False
VIX 低位日 <15 (区间D10天),SPY,2015-02-23,2015-03-23,-0.5729,14.56,10,2,False
VIX 低位日 <15 (区间D10天),SPY,2015-02-24,2015-03-24,-1.4116,13.69,10,3,False
VIX 低位日 <15 (区间D10天),SPY,2015-02-25,2015-03-25,-2.7737,13.84,10,4,False
VIX 低位日 <15 (区间D10天),SPY,2015-02-26,2015-03-26,-2.8905,13.91,10,5,False
VIX 低位日 <15 (区间D10天),SPY,2015-02-27,2015-03-27,-2.3355,13.34,10,6,False
VIX 低位日 <15 (区间D10天),SPY,2015-03-02,2015-03-30,-1.7642,13.04,10,7,False
VIX 低位日 <15 (区间D10天),SPY,2015-03-03,2015-03-31,-2.2215,13.86,10,8,False
VIX 低位日 <15 (区间D10天),SPY,2015-03-04,2015-04-01,-2.1548,14.23,10,9,False
VIX 低位日 <15 (区间D10天),SPY,2015-03-05,2015-04-02,-1.9101,14.04,10,10,False
VIX 低位日 <15 (区间D5天),SPY,2015-03-18,2015-04-16,-0.0428,13.97,5,1,False
VIX 低位日 <15 (区间D5天),SPY,2015-03-19,2015-04-17,-0.7399,14.07,5,2,False
VIX 低位日 <15 (区间D5天),SPY,2015-03-20,2015-04-20,-0.2661,13.02,5,3,False
VIX 低位日 <15 (区间D5天),SPY,2015-03-23,2015-04-21,-0.1905,13.41,5,4,False
VIX 低位日 <15 (区间D5天),SPY,2015-03-24,2015-04-22,0.8668,13.62,5,5,False
VIX 低位日 <15 (区间D1天),SPY,2015-03-30,2015-04-28,1.5318,14.51,1,1,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-02,2015-05-01,2.0732,14.67,23,1,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-06,2015-05-04,1.6793,14.74,23,2,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-07,2015-05-05,0.7815,14.78,23,3,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-08,2015-05-06,0.0288,13.98,23,4,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-09,2015-05-07,-0.0144,13.09,23,5,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-10,2015-05-08,0.7522,12.58,23,6,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-13,2015-05-11,0.727,13.94,23,7,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-14,2015-05-12,0.2339,13.67,23,8,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-15,2015-05-13,-0.1948,12.84,23,9,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-16,2015-05-14,0.8747,12.6,23,10,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-17,2015-05-15,2.1592,13.89,23,11,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-20,2015-05-18,1.5487,13.3,23,12,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-21,2015-05-19,1.6364,13.25,23,13,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-22,2015-05-20,1.0682,12.71,23,14,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-23,2015-05-21,1.1082,12.48,23,15,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-24,2015-05-22,0.6331,12.29,23,16,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-27,2015-05-26,-0.0332,13.12,23,17,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-28,2015-05-27,0.5959,12.41,23,18,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-29,2015-05-28,0.8976,13.39,23,19,False
VIX 低位日 <15 (区间D23天),SPY,2015-04-30,2015-05-29,1.2856,14.55,23,20,False
VIX 低位日 <15 (区间D23天),SPY,2015-05-01,2015-06-01,0.4034,12.7,23,21,False
VIX 低位日 <15 (区间D23天),SPY,2015-05-04,2015-06-02,0.0189,12.85,23,22,False
VIX 低位日 <15 (区间D23天),SPY,2015-05-05,2015-06-03,1.4457,14.31,23,23,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-08,2015-06-08,-1.4838,12.86,20,1,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-11,2015-06-09,-1.0256,13.85,20,2,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-12,2015-06-10,0.4619,13.86,20,3,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-13,2015-06-11,0.7666,13.76,20,4,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-14,2015-06-12,-1.0367,12.74,20,5,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-15,2015-06-15,-1.5675,12.38,20,6,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-18,2015-06-16,-1.3374,12.73,20,7,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-19,2015-06-17,-1.1454,12.85,20,8,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-20,2015-06-18,-0.047,12.88,20,9,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-21,2015-06-19,-1.26,12.11,20,10,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-22,2015-06-22,-0.5165,12.13,20,11,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-26,2015-06-23,0.636,14.06,20,12,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-27,2015-06-24,-1.0343,13.27,20,13,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-28,2015-06-25,-1.2238,13.31,20,14,False
VIX 低位日 <15 (区间D20天),SPY,2015-05-29,2015-06-26,-0.6252,13.84,20,15,False
VIX 低位日 <15 (区间D20天),SPY,2015-06-01,2015-06-29,-2.9068,13.97,20,16,False
VIX 低位日 <15 (区间D20天),SPY,2015-06-02,2015-06-30,-2.6069,14.24,20,17,False
VIX 低位日 <15 (区间D20天),SPY,2015-06-03,2015-07-01,-2.0857,13.66,20,18,False
VIX 低位日 <15 (区间D20天),SPY,2015-06-04,2015-07-02,-1.342,14.71,20,19,False
VIX 低位日 <15 (区间D20天),SPY,2015-06-05,2015-07-06,-1.454,14.21,20,20,False
VIX 低位日 <15 (区间D4天),SPY,2015-06-09,2015-07-08,-1.8805,14.47,4,1,False
VIX 低位日 <15 (区间D4天),SPY,2015-06-10,2015-07-09,-2.868,13.22,4,2,False
VIX 低位日 <15 (区间D4天),SPY,2015-06-11,2015-07-10,-1.961,12.85,4,3,False
VIX 低位日 <15 (区间D4天),SPY,2015-06-12,2015-07-13,-0.1143,13.78,4,4,False
VIX 低位日 <15 (区间D9天),SPY,2015-06-16,2015-07-15,0.1712,14.81,9,1,False
VIX 低位日 <15 (区间D9天),SPY,2015-06-17,2015-07-16,0.812,14.5,9,2,False
VIX 低位日 <15 (区间D9天),SPY,2015-06-18,2015-07-17,-0.141,13.19,9,3,False
VIX 低位日 <15 (区间D9天),SPY,2015-06-19,2015-07-20,0.8444,13.96,9,4,False
VIX 低位日 <15 (区间D9天),SPY,2015-06-22,2015-07-21,-0.0661,12.74,9,5,False
VIX 低位日 <15 (区间D9天),SPY,2015-06-23,2015-07-22,-0.316,12.11,9,6,False
VIX 低位日 <15 (区间D9天),SPY,2015-06-24,2015-07-23,-0.152,13.26,9,7,False
VIX 低位日 <15 (区间D9天),SPY,2015-06-25,2015-07-24,-0.8863,14.01,9,8,False
VIX 低位日 <15 (区间D9天),SPY,2015-06-26,2015-07-27,-1.4441,14.02,9,9,False
VIX 低位日 <15 (区间D10天),SPY,2015-07-13,2015-08-10,0.3814,13.9,10,1,False
VIX 低位日 <15 (区间D10天),SPY,2015-07-14,2015-08-11,-0.9541,13.37,10,2,False
VIX 低位日 <15 (区间D10天),SPY,2015-07-15,2015-08-12,-0.8024,13.23,10,3,False
VIX 低位日 <15 (区间D10天),SPY,2015-07-16,2015-08-13,-1.7146,12.11,10,4,False
VIX 低位日 <15 (区间D10天),SPY,2015-07-17,2015-08-14,-1.4401,11.95,10,5,False
VIX 低位日 <15 (区间D10天),SPY,2015-07-20,2015-08-17,-0.9408,12.25,10,6,False
VIX 低位日 <15 (区间D10天),SPY,2015-07-21,2015-08-18,-0.8359,12.22,10,7,False
VIX 低位日 <15 (区间D10天),SPY,2015-07-22,2015-08-19,-1.443,12.12,10,8,False
VIX 低位日 <15 (区间D10天),SPY,2015-07-23,2015-08-20,-2.9546,12.64,10,9,False
VIX 低位日 <15 (区间D10天),SPY,2015-07-24,2015-08-21,-4.8894,13.74,10,10,False
VIX 低位日 <15 (区间D16天),SPY,2015-07-28,2015-08-25,-10.5384,13.44,16,1,False
VIX 低位日 <15 (区间D16天),SPY,2015-07-29,2015-08-26,-7.7383,12.5,16,2,False
VIX 低位日 <15 (区间D16天),SPY,2015-07-30,2015-08-27,-5.4786,12.13,16,3,False
VIX 低位日 <15 (区间D16天),SPY,2015-07-31,2015-08-28,-5.3302,12.12,16,4,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-03,2015-08-31,-5.7772,12.56,16,5,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-04,2015-09-01,-8.4105,13.0,16,6,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-05,2015-09-02,-6.9786,12.51,16,7,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-06,2015-09-03,-6.1435,13.77,16,8,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-07,2015-09-04,-7.3864,13.39,16,9,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-10,2015-09-08,-6.2402,12.23,16,10,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-11,2015-09-09,-6.6517,13.71,16,11,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-12,2015-09-10,-6.256,13.61,16,12,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-13,2015-09-11,-5.7126,13.49,16,13,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-14,2015-09-14,-6.4034,12.83,16,14,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-17,2015-09-15,-5.76,13.02,16,15,False
VIX 低位日 <15 (区间D16天),SPY,2015-08-18,2015-09-16,-4.6671,13.79,16,16,False
VIX 低位日 <15 (区间D1天),SPY,2015-10-19,2015-11-16,1.1064,14.98,1,1,False
VIX 低位日 <15 (区间D2天),SPY,2015-10-22,2015-11-19,1.6028,14.45,2,1,False
VIX 低位日 <15 (区间D2天),SPY,2015-10-23,2015-11-20,0.8674,14.46,2,2,False
VIX 低位日 <15 (区间D2天),SPY,2015-10-28,2015-11-25,0.1771,14.33,2,1,False
VIX 低位日 <15 (区间D2天),SPY,2015-10-29,2015-11-27,0.3496,14.61,2,2,False
VIX 低位日 <15 (区间D2天),SPY,2015-11-02,2015-12-01,0.1378,14.15,2,1,False
VIX 低位日 <15 (区间D2天),SPY,2015-11-03,2015-12-02,-1.1706,14.54,2,2,False
VIX 低位日 <15 (区间D1天),SPY,2015-11-06,2015-12-07,-0.8046,14.33,1,1,False
VIX 低位日 <15 (区间D1天),SPY,2015-12-01,2015-12-30,-2.2546,14.67,1,1,False
VIX 低位日 <15 (区间D1天),SPY,2015-12-04,2016-01-05,-3.9405,14.81,1,1,False
VIX 低位日 <15 (区间D7天),SPY,2016-03-16,2016-04-14,2.2966,14.99,7,1,False
VIX 低位日 <15 (区间D7天),SPY,2016-03-17,2016-04-15,1.5394,14.44,7,2,False
VIX 低位日 <15 (区间D7天),SPY,2016-03-18,2016-04-18,2.3779,14.02,7,3,False
VIX 低位日 <15 (区间D7天),SPY,2016-03-21,2016-04-19,2.5553,13.79,7,4,False
VIX 低位日 <15 (区间D7天),SPY,2016-03-22,2016-04-20,2.7083,14.17,7,5,False
VIX 低位日 <15 (区间D7天),SPY,2016-03-23,2016-04-21,2.8345,14.94,7,6,False
VIX 低位日 <15 (区间D7天),SPY,2016-03-24,2016-04-22,2.8801,14.74,7,7,False
VIX 低位日 <15 (区间D5天),SPY,2016-03-29,2016-04-26,1.8526,13.82,5,1,False
VIX 低位日 <15 (区间D5天),SPY,2016-03-30,2016-04-27,1.6163,13.56,5,2,False
VIX 低位日 <15 (区间D5天),SPY,2016-03-31,2016-04-28,0.9391,13.95,5,3,False
VIX 低位日 <15 (区间D5天),SPY,2016-04-01,2016-04-29,-0.2851,13.1,5,4,False
