ts,CL2610,CL2611,CL2612,CL2701,CL2702,CL2703,CL2704,CL2705,CL2706,CL2707,CL2708,CL2709,CL2710,abs1_OCT26_NOV26,abs1_NOV26_DEC26,abs1_DEC26_JAN27,abs1_JAN27_FEB27,abs1_FEB27_MAR27,abs1_MAR27_APR27,abs1_APR27_MAY27,abs1_MAY27_JUN27,abs1_JUN27_JUL27,abs1_JUL27_AUG27,abs1_AUG27_SEP27,abs1_SEP27_OCT27,abs2_OCT26_DEC26,abs2_NOV26_JAN27,abs2_DEC26_FEB27,abs2_JAN27_MAR27,abs2_FEB27_APR27,abs2_MAR27_MAY27,abs2_APR27_JUN27,abs2_MAY27_JUL27,abs2_JUN27_AUG27,abs2_JUL27_SEP27,abs2_AUG27_OCT27,abs3_OCT26_JAN27,abs3_NOV26_FEB27,abs3_DEC26_MAR27,abs3_JAN27_APR27,abs3_FEB27_MAY27,abs3_MAR27_JUN27,abs3_APR27_JUL27,abs3_MAY27_AUG27,abs3_JUN27_SEP27,abs3_JUL27_OCT27,pm1_OCT26_NOV26,pm1_NOV26_DEC26,pm1_DEC26_JAN27,pm1_JAN27_FEB27,pm1_FEB27_MAR27,pm1_MAR27_APR27,pm1_APR27_MAY27,pm1_MAY27_JUN27,pm1_JUN27_JUL27,pm1_JUL27_AUG27,pm1_AUG27_SEP27,pm1_SEP27_OCT27,pm2_OCT26_DEC26,pm2_NOV26_JAN27,pm2_DEC26_FEB27,pm2_JAN27_MAR27,pm2_FEB27_APR27,pm2_MAR27_MAY27,pm2_APR27_JUN27,pm2_MAY27_JUL27,pm2_JUN27_AUG27,pm2_JUL27_SEP27,pm2_AUG27_OCT27,pm3_OCT26_JAN27,pm3_NOV26_FEB27,pm3_DEC26_MAR27,pm3_JAN27_APR27,pm3_FEB27_MAY27,pm3_MAR27_JUN27,pm3_APR27_JUL27,pm3_MAY27_AUG27,pm3_JUN27_SEP27,pm3_JUL27_OCT27,vol_M1,vol_M6,vol_M13
2026-03-10,72.09,70.86,69.81,68.85,68.72,67.64,67.0,66.55,66.7,66.3,65.96,66.01,65.8,1.23,1.05,0.96,0.13,1.08,0.64,0.45,-0.15,0.4,0.34,-0.05,0.21,2.28,2.01,1.09,1.21,1.72,1.09,0.3,0.25,0.74,0.29,0.16,3.24,2.14,2.17,1.85,2.17,0.94,0.7,0.59,0.69,0.5,1.23,1.05,0.96,0.13,1.08,0.64,0.45,-0.15,0.4,0.34,-0.05,0.21,1.14,1.005,0.545,0.605,0.86,0.545,0.15,0.125,0.37,0.145,0.08,1.08,0.7133,0.7233,0.6167,0.7233,0.3133,0.2333,0.1967,0.23,0.1667,58631.0,21489.0,373.0
2026-03-11,75.3,73.76,72.55,71.23,70.25,69.43,68.72,68.48,68.0,67.64,67.41,67.23,65.81,1.54,1.21,1.32,0.98,0.82,0.71,0.24,0.48,0.36,0.23,0.18,1.42,2.75,2.53,2.3,1.8,1.53,0.95,0.72,0.84,0.59,0.41,1.6,4.07,3.51,3.12,2.51,1.77,1.43,1.08,1.07,0.77,1.83,1.54,1.21,1.32,0.98,0.82,0.71,0.24,0.48,0.36,0.23,0.18,1.42,1.375,1.265,1.15,0.9,0.765,0.475,0.36,0.42,0.295,0.205,0.8,1.3567,1.17,1.04,0.8367,0.59,0.4767,0.36,0.3567,0.2567,0.61,41596.0,18275.0,397.0
2026-03-12,79.68,77.25,75.88,74.04,72.82,71.58,70.98,70.18,70.12,69.38,69.59,69.29,68.34,2.43,1.37,1.84,1.22,1.24,0.6,0.8,0.06,0.74,-0.21,0.3,0.95,3.8,3.21,3.06,2.46,1.84,1.4,0.86,0.8,0.53,0.09,1.25,5.64,4.43,4.3,3.06,2.64,1.46,1.6,0.59,0.83,1.04,2.43,1.37,1.84,1.22,1.24,0.6,0.8,0.06,0.74,-0.21,0.3,0.95,1.9,1.605,1.53,1.23,0.92,0.7,0.43,0.4,0.265,0.045,0.625,1.88,1.4767,1.4333,1.02,0.88,0.4867,0.5333,0.1967,0.2767,0.3467,47115.0,22751.0,1097.0
2026-03-13,79.89,77.77,76.37,74.45,73.44,72.59,71.47,71.24,70.62,70.21,69.76,69.04,69.03,2.12,1.4,1.92,1.01,0.85,1.12,0.23,0.62,0.41,0.45,0.72,0.01,3.52,3.32,2.93,1.86,1.97,1.35,0.85,1.03,0.86,1.17,0.73,5.44,4.33,3.78,2.98,2.2,1.97,1.26,1.48,1.58,1.18,2.12,1.4,1.92,1.01,0.85,1.12,0.23,0.62,0.41,0.45,0.72,0.01,1.76,1.66,1.465,0.93,0.985,0.675,0.425,0.515,0.43,0.585,0.365,1.8133,1.4433,1.26,0.9933,0.7333,0.6567,0.42,0.4933,0.5267,0.3933,31628.0,17564.0,695.0
2026-03-16,78.14,76.5,75.17,73.83,72.58,72.16,71.27,70.41,70.52,70.1,69.7,69.47,69.12,1.64,1.33,1.34,1.25,0.42,0.89,0.86,-0.11,0.42,0.4,0.23,0.35,2.97,2.67,2.59,1.67,1.31,1.75,0.75,0.31,0.82,0.63,0.58,4.31,3.92,3.01,2.56,2.17,1.64,1.17,0.71,1.05,0.98,1.64,1.33,1.34,1.25,0.42,0.89,0.86,-0.11,0.42,0.4,0.23,0.35,1.485,1.335,1.295,0.835,0.655,0.875,0.375,0.155,0.41,0.315,0.29,1.4367,1.3067,1.0033,0.8533,0.7233,0.5467,0.39,0.2367,0.35,0.3267,27356.0,11097.0,289.0
2026-03-17,79.86,78.22,76.81,75.45,74.5,73.57,72.57,71.8,71.87,70.94,70.52,70.17,69.95,1.64,1.41,1.36,0.95,0.93,1.0,0.77,-0.07,0.93,0.42,0.35,0.22,3.05,2.77,2.31,1.88,1.93,1.77,0.7,0.86,1.35,0.77,0.57,4.41,3.72,3.24,2.88,2.7,1.7,1.63,1.28,1.7,0.99,1.64,1.41,1.36,0.95,0.93,1.0,0.77,-0.07,0.93,0.42,0.35,0.22,1.525,1.385,1.155,0.94,0.965,0.885,0.35,0.43,0.675,0.385,0.285,1.47,1.24,1.08,0.96,0.9,0.5667,0.5433,0.4267,0.5667,0.33,25039.0,11415.0,656.0
2026-03-18,82.53,80.58,78.99,77.66,76.63,75.75,74.14,74.11,73.86,73.18,72.69,72.3,71.91,1.95,1.59,1.33,1.03,0.88,1.61,0.03,0.25,0.68,0.49,0.39,0.39,3.54,2.92,2.36,1.91,2.49,1.64,0.28,0.93,1.17,0.88,0.78,4.87,3.95,3.24,3.52,2.52,1.89,0.96,1.42,1.56,1.27,1.95,1.59,1.33,1.03,0.88,1.61,0.03,0.25,0.68,0.49,0.39,0.39,1.77,1.46,1.18,0.955,1.245,0.82,0.14,0.465,0.585,0.44,0.39,1.6233,1.3167,1.08,1.1733,0.84,0.63,0.32,0.4733,0.52,0.4233,38870.0,20576.0,2227.0
2026-03-19,80.25,78.92,77.69,76.6,75.7,75.14,75.48,73.46,73.65,73.0,73.01,72.55,73.12,1.33,1.23,1.09,0.9,0.56,-0.34,2.02,-0.19,0.65,-0.01,0.46,-0.57,2.56,2.32,1.99,1.46,0.22,1.68,1.83,0.46,0.64,0.45,-0.11,3.65,3.22,2.55,1.12,2.24,1.49,2.48,0.45,1.1,-0.12,1.33,1.23,1.09,0.9,0.56,-0.34,2.02,-0.19,0.65,-0.01,0.46,-0.57,1.28,1.16,0.995,0.73,0.11,0.84,0.915,0.23,0.32,0.225,-0.055,1.2167,1.0733,0.85,0.3733,0.7467,0.4967,0.8267,0.15,0.3667,-0.04,62279.0,42909.0,1430.0
2026-03-20,80.66,79.1,77.89,76.88,76.1,75.41,75.64,74.51,74.09,73.4,72.98,72.72,72.36,1.56,1.21,1.01,0.78,0.69,-0.23,1.13,0.42,0.69,0.42,0.26,0.36,2.77,2.22,1.79,1.47,0.46,0.9,1.55,1.11,1.11,0.68,0.62,3.78,3.0,2.48,1.24,1.59,1.32,2.24,1.53,1.37,1.04,1.56,1.21,1.01,0.78,0.69,-0.23,1.13,0.42,0.69,0.42,0.26,0.36,1.385,1.11,0.895,0.735,0.23,0.45,0.775,0.555,0.555,0.34,0.31,1.26,1.0,0.8267,0.4133,0.53,0.44,0.7467,0.51,0.4567,0.3467,31924.0,13174.0,981.0
2026-03-23,76.85,75.26,74.31,73.63,72.2,72.35,71.27,71.64,71.62,70.16,70.52,74.39,70.07,1.59,0.95,0.68,1.43,-0.15,1.08,-0.37,0.02,1.46,-0.36,-3.87,4.32,2.54,1.63,2.11,1.28,0.93,0.71,-0.35,1.48,1.1,-4.23,0.45,3.22,3.06,1.96,2.36,0.56,0.73,1.11,1.12,-2.77,0.09,1.59,0.95,0.68,1.43,-0.15,1.08,-0.37,0.02,1.46,-0.36,-3.87,4.32,1.27,0.815,1.055,0.64,0.465,0.355,-0.175,0.74,0.55,-2.115,0.225,1.0733,1.02,0.6533,0.7867,0.1867,0.2433,0.37,0.3733,-0.9233,0.03,69215.0,23936.0,2452.0
2026-03-24,77.0,75.5,74.64,73.23,72.78,72.65,71.92,71.77,71.74,73.19,72.79,70.36,71.92,1.5,0.86,1.41,0.45,0.13,0.73,0.15,0.03,-1.45,0.4,2.43,-1.56,2.36,2.27,1.86,0.58,0.86,0.88,0.18,-1.42,-1.05,2.83,0.87,3.77,2.72,1.99,1.31,1.01,0.91,-1.27,-1.02,1.38,1.27,1.5,0.86,1.41,0.45,0.13,0.73,0.15,0.03,-1.45,0.4,2.43,-1.56,1.18,1.135,0.93,0.29,0.43,0.44,0.09,-0.71,-0.525,1.415,0.435,1.2567,0.9067,0.6633,0.4367,0.3367,0.3033,-0.4233,-0.34,0.46,0.4233,32846.0,13343.0,672.0
2026-03-25,78.54,77.09,75.92,75.0,74.22,73.64,73.17,73.0,72.38,72.24,71.83,71.7,71.41,1.45,1.17,0.92,0.78,0.58,0.47,0.17,0.62,0.14,0.41,0.13,0.29,2.62,2.09,1.7,1.36,1.05,0.64,0.79,0.76,0.55,0.54,0.42,3.54,2.87,2.28,1.83,1.22,1.26,0.93,1.17,0.68,0.83,1.45,1.17,0.92,0.78,0.58,0.47,0.17,0.62,0.14,0.41,0.13,0.29,1.31,1.045,0.85,0.68,0.525,0.32,0.395,0.38,0.275,0.27,0.21,1.18,0.9567,0.76,0.61,0.4067,0.42,0.31,0.39,0.2267,0.2767,29162.0,12729.0,673.0
2026-03-26,80.1,78.48,77.16,75.93,75.03,74.42,73.86,73.83,73.25,73.44,73.05,72.76,72.24,1.62,1.32,1.23,0.9,0.61,0.56,0.03,0.58,-0.19,0.39,0.29,0.52,2.94,2.55,2.13,1.51,1.17,0.59,0.61,0.39,0.2,0.68,0.81,4.17,3.45,2.74,2.07,1.2,1.17,0.42,0.78,0.49,1.2,1.62,1.32,1.23,0.9,0.61,0.56,0.03,0.58,-0.19,0.39,0.29,0.52,1.47,1.275,1.065,0.755,0.585,0.295,0.305,0.195,0.1,0.34,0.405,1.39,1.15,0.9133,0.69,0.4,0.39,0.14,0.26,0.1633,0.4,29159.0,12216.0,682.0
2026-03-27,80.85,78.83,77.39,76.18,75.28,74.7,73.95,74.25,73.31,73.32,72.65,72.33,72.58,2.02,1.44,1.21,0.9,0.58,0.75,-0.3,0.94,-0.01,0.67,0.32,-0.25,3.46,2.65,2.11,1.48,1.33,0.45,0.64,0.93,0.66,0.99,0.07,4.67,3.55,2.69,2.23,1.03,1.39,0.63,1.6,0.98,0.74,2.02,1.44,1.21,0.9,0.58,0.75,-0.3,0.94,-0.01,0.67,0.32,-0.25,1.73,1.325,1.055,0.74,0.665,0.225,0.32,0.465,0.33,0.495,0.035,1.5567,1.1833,0.8967,0.7433,0.3433,0.4633,0.21,0.5333,0.3267,0.2467,35551.0,12660.0,646.0
2026-03-30,80.61,78.59,77.2,75.97,75.2,74.53,73.85,73.55,73.09,72.62,72.35,72.47,72.63,2.02,1.39,1.23,0.77,0.67,0.68,0.3,0.46,0.47,0.27,-0.12,-0.16,3.41,2.62,2.0,1.44,1.35,0.98,0.76,0.93,0.74,0.15,-0.28,4.64,3.39,2.67,2.12,1.65,1.44,1.23,1.2,0.62,-0.01,2.02,1.39,1.23,0.77,0.67,0.68,0.3,0.46,0.47,0.27,-0.12,-0.16,1.705,1.31,1.0,0.72,0.675,0.49,0.38,0.465,0.37,0.075,-0.14,1.5467,1.13,0.89,0.7067,0.55,0.48,0.41,0.4,0.2067,-0.0033,24491.0,9504.0,601.0
2026-03-31,75.33,73.75,72.72,71.86,71.25,70.63,70.4,70.26,69.63,69.71,69.48,69.41,71.3,1.58,1.03,0.86,0.61,0.62,0.23,0.14,0.63,-0.08,0.23,0.07,-1.89,2.61,1.89,1.47,1.23,0.85,0.37,0.77,0.55,0.15,0.3,-1.82,3.47,2.5,2.09,1.46,0.99,1.0,0.69,0.78,0.22,-1.59,1.58,1.03,0.86,0.61,0.62,0.23,0.14,0.63,-0.08,0.23,0.07,-1.89,1.305,0.945,0.735,0.615,0.425,0.185,0.385,0.275,0.075,0.15,-0.91,1.1567,0.8333,0.6967,0.4867,0.33,0.3333,0.23,0.26,0.0733,-0.53,36193.0,15282.0,984.0
2026-04-01,73.54,72.14,71.24,70.62,69.99,69.47,69.24,69.06,68.66,68.44,68.3,67.99,67.79,1.4,0.9,0.62,0.63,0.52,0.23,0.18,0.4,0.22,0.14,0.31,0.2,2.3,1.52,1.25,1.15,0.75,0.41,0.58,0.62,0.36,0.45,0.51,2.92,2.15,1.77,1.38,0.93,0.81,0.8,0.76,0.67,0.65,1.4,0.9,0.62,0.63,0.52,0.23,0.18,0.4,0.22,0.14,0.31,0.2,1.15,0.76,0.625,0.575,0.375,0.205,0.29,0.31,0.18,0.225,0.255,0.9733,0.7167,0.59,0.46,0.31,0.27,0.2667,0.2533,0.2233,0.2167,33494.0,12840.0,820.0
2026-04-02,75.12,73.24,72.39,71.52,70.61,70.45,69.75,69.28,69.5,68.91,68.59,68.37,68.12,1.88,0.85,0.87,0.91,0.16,0.7,0.47,-0.22,0.59,0.32,0.22,0.25,2.73,1.72,1.78,1.07,0.86,1.17,0.25,0.37,0.91,0.54,0.47,3.6,2.63,1.94,1.77,1.33,0.95,0.84,0.69,1.13,0.79,1.88,0.85,0.87,0.91,0.16,0.7,0.47,-0.22,0.59,0.32,0.22,0.25,1.365,0.86,0.89,0.535,0.43,0.585,0.125,0.185,0.455,0.27,0.235,1.2,0.8767,0.6467,0.59,0.4433,0.3167,0.28,0.23,0.3767,0.2633,45922.0,18320.0,1587.0
2026-04-06,76.2,74.63,73.7,72.76,72.06,71.73,71.22,69.3,70.73,70.42,70.13,68.96,68.75,1.57,0.93,0.94,0.7,0.33,0.51,1.92,-1.43,0.31,0.29,1.17,0.21,2.5,1.87,1.64,1.03,0.84,2.43,0.49,-1.12,0.6,1.46,1.38,3.44,2.57,1.97,1.54,2.76,1.0,0.8,-0.83,1.77,1.67,1.57,0.93,0.94,0.7,0.33,0.51,1.92,-1.43,0.31,0.29,1.17,0.21,1.25,0.935,0.82,0.515,0.42,1.215,0.245,-0.56,0.3,0.73,0.69,1.1467,0.8567,0.6567,0.5133,0.92,0.3333,0.2667,-0.2767,0.59,0.5567,15286.0,9006.0,619.0
2026-04-07,76.08,74.7,73.73,73.17,72.61,71.72,71.82,71.2,70.73,70.54,70.25,70.85,69.34,1.38,0.97,0.56,0.56,0.89,-0.1,0.62,0.47,0.19,0.29,-0.6,1.51,2.35,1.53,1.12,1.45,0.79,0.52,1.09,0.66,0.48,-0.31,0.91,2.91,2.09,2.01,1.35,1.41,0.99,1.28,0.95,-0.12,1.2,1.38,0.97,0.56,0.56,0.89,-0.1,0.62,0.47,0.19,0.29,-0.6,1.51,1.175,0.765,0.56,0.725,0.395,0.26,0.545,0.33,0.24,-0.155,0.455,0.97,0.6967,0.67,0.45,0.47,0.33,0.4267,0.3167,-0.04,0.4,35553.0,19833.0,620.0
2026-04-08,76.89,75.73,74.95,74.13,73.49,73.03,72.06,71.84,71.87,70.77,69.0,70.69,68.59,1.16,0.78,0.82,0.64,0.46,0.97,0.22,-0.03,1.1,1.77,-1.69,2.1,1.94,1.6,1.46,1.1,1.43,1.19,0.19,1.07,2.87,0.08,0.41,2.76,2.24,1.92,2.07,1.65,1.16,1.29,2.84,1.18,2.18,1.16,0.78,0.82,0.64,0.46,0.97,0.22,-0.03,1.1,1.77,-1.69,2.1,0.97,0.8,0.73,0.55,0.715,0.595,0.095,0.535,1.435,0.04,0.205,0.92,0.7467,0.64,0.69,0.55,0.3867,0.43,0.9467,0.3933,0.7267,58579.0,18625.0,1152.0
2026-04-09,76.57,75.25,74.45,73.57,72.81,72.43,71.81,71.28,71.2,70.81,70.57,70.22,69.67,1.32,0.8,0.88,0.76,0.38,0.62,0.53,0.08,0.39,0.24,0.35,0.55,2.12,1.68,1.64,1.14,1.0,1.15,0.61,0.47,0.63,0.59,0.9,3.0,2.44,2.02,1.76,1.53,1.23,1.0,0.71,0.98,1.14,1.32,0.8,0.88,0.76,0.38,0.62,0.53,0.08,0.39,0.24,0.35,0.55,1.06,0.84,0.82,0.57,0.5,0.575,0.305,0.235,0.315,0.295,0.45,1.0,0.8133,0.6733,0.5867,0.51,0.41,0.3333,0.2367,0.3267,0.38,30091.0,14031.0,840.0
2026-04-10,76.72,75.57,74.67,73.95,73.34,72.85,72.34,72.03,71.61,71.73,71.46,71.22,70.87,1.15,0.9,0.72,0.61,0.49,0.51,0.31,0.42,-0.12,0.27,0.24,0.35,2.05,1.62,1.33,1.1,1.0,0.82,0.73,0.3,0.15,0.51,0.59,2.77,2.23,1.82,1.61,1.31,1.24,0.61,0.57,0.39,0.86,1.15,0.9,0.72,0.61,0.49,0.51,0.31,0.42,-0.12,0.27,0.24,0.35,1.025,0.81,0.665,0.55,0.5,0.41,0.365,0.15,0.075,0.255,0.295,0.9233,0.7433,0.6067,0.5367,0.4367,0.4133,0.2033,0.19,0.13,0.2867,31889.0,13740.0,238.0
2026-04-13,79.08,77.75,76.66,75.75,74.99,74.26,74.08,73.36,72.9,72.72,72.37,71.85,71.69,1.33,1.09,0.91,0.76,0.73,0.18,0.72,0.46,0.18,0.35,0.52,0.16,2.42,2.0,1.67,1.49,0.91,0.9,1.18,0.64,0.53,0.87,0.68,3.33,2.76,2.4,1.67,1.63,1.36,1.36,0.99,1.05,1.03,1.33,1.09,0.91,0.76,0.73,0.18,0.72,0.46,0.18,0.35,0.52,0.16,1.21,1.0,0.835,0.745,0.455,0.45,0.59,0.32,0.265,0.435,0.34,1.11,0.92,0.8,0.5567,0.5433,0.4533,0.4533,0.33,0.35,0.3433,32084.0,16532.0,862.0
2026-04-14,77.92,76.67,75.7,74.82,74.03,73.51,72.83,72.36,72.2,71.83,71.41,70.85,70.78,1.25,0.97,0.88,0.79,0.52,0.68,0.47,0.16,0.37,0.42,0.56,0.07,2.22,1.85,1.67,1.31,1.2,1.15,0.63,0.53,0.79,0.98,0.63,3.1,2.64,2.19,1.99,1.67,1.31,1.0,0.95,1.35,1.05,1.25,0.97,0.88,0.79,0.52,0.68,0.47,0.16,0.37,0.42,0.56,0.07,1.11,0.925,0.835,0.655,0.6,0.575,0.315,0.265,0.395,0.49,0.315,1.0333,0.88,0.73,0.6633,0.5567,0.4367,0.3333,0.3167,0.45,0.35,22351.0,10824.0,556.0
2026-04-15,78.29,77.07,76.18,75.48,74.81,74.37,73.91,73.51,73.33,73.27,72.75,72.35,72.24,1.22,0.89,0.7,0.67,0.44,0.46,0.4,0.18,0.06,0.52,0.4,0.11,2.11,1.59,1.37,1.11,0.9,0.86,0.58,0.24,0.58,0.92,0.51,2.81,2.26,1.81,1.57,1.3,1.04,0.64,0.76,0.98,1.03,1.22,0.89,0.7,0.67,0.44,0.46,0.4,0.18,0.06,0.52,0.4,0.11,1.055,0.795,0.685,0.555,0.45,0.43,0.29,0.12,0.29,0.46,0.255,0.9367,0.7533,0.6033,0.5233,0.4333,0.3467,0.2133,0.2533,0.3267,0.3433,26495.0,15684.0,665.0
2026-04-16,78.34,77.23,76.12,75.52,74.83,74.29,73.84,73.49,73.11,73.27,72.95,72.49,72.27,1.11,1.11,0.6,0.69,0.54,0.45,0.35,0.38,-0.16,0.32,0.46,0.22,2.22,1.71,1.29,1.23,0.99,0.8,0.73,0.22,0.16,0.78,0.68,2.82,2.4,1.83,1.68,1.34,1.18,0.57,0.54,0.62,1.0,1.11,1.11,0.6,0.69,0.54,0.45,0.35,0.38,-0.16,0.32,0.46,0.22,1.11,0.855,0.645,0.615,0.495,0.4,0.365,0.11,0.08,0.39,0.34,0.94,0.8,0.61,0.56,0.4467,0.3933,0.19,0.18,0.2067,0.3333,22838.0,8581.0,279.0
2026-04-17,74.92,73.77,72.99,72.1,71.76,71.35,71.04,70.66,70.5,70.08,70.04,69.74,69.42,1.15,0.78,0.89,0.34,0.41,0.31,0.38,0.16,0.42,0.04,0.3,0.32,1.93,1.67,1.23,0.75,0.72,0.69,0.54,0.58,0.46,0.34,0.62,2.82,2.01,1.64,1.06,1.1,0.85,0.96,0.62,0.76,0.66,1.15,0.78,0.89,0.34,0.41,0.31,0.38,0.16,0.42,0.04,0.3,0.32,0.965,0.835,0.615,0.375,0.36,0.345,0.27,0.29,0.23,0.17,0.31,0.94,0.67,0.5467,0.3533,0.3667,0.2833,0.32,0.2067,0.2533,0.22,43622.0,14958.0,1156.0
2026-04-20,75.89,74.64,73.66,73.31,72.92,71.69,72.17,72.23,70.76,71.44,71.06,70.33,70.65,1.25,0.98,0.35,0.39,1.23,-0.48,-0.06,1.47,-0.68,0.38,0.73,-0.32,2.23,1.33,0.74,1.62,0.75,-0.54,1.41,0.79,-0.3,1.11,0.41,2.58,1.72,1.97,1.14,0.69,0.93,0.73,1.17,0.43,0.79,1.25,0.98,0.35,0.39,1.23,-0.48,-0.06,1.47,-0.68,0.38,0.73,-0.32,1.115,0.665,0.37,0.81,0.375,-0.27,0.705,0.395,-0.15,0.555,0.205,0.86,0.5733,0.6567,0.38,0.23,0.31,0.2433,0.39,0.1433,0.2633,24120.0,8212.0,430.0
2026-04-21,78.27,76.81,75.64,74.4,73.65,73.1,72.42,72.21,71.85,72.01,71.72,70.71,70.59,1.46,1.17,1.24,0.75,0.55,0.68,0.21,0.36,-0.16,0.29,1.01,0.12,2.63,2.41,1.99,1.3,1.23,0.89,0.57,0.2,0.13,1.3,1.13,3.87,3.16,2.54,1.98,1.44,1.25,0.41,0.49,1.14,1.42,1.46,1.17,1.24,0.75,0.55,0.68,0.21,0.36,-0.16,0.29,1.01,0.12,1.315,1.205,0.995,0.65,0.615,0.445,0.285,0.1,0.065,0.65,0.565,1.29,1.0533,0.8467,0.66,0.48,0.4167,0.1367,0.1633,0.38,0.4733,38844.0,18269.0,444.0
2026-04-22,79.33,77.75,76.53,75.47,74.63,73.92,73.33,72.86,72.51,72.11,71.85,71.45,71.14,1.58,1.22,1.06,0.84,0.71,0.59,0.47,0.35,0.4,0.26,0.4,0.31,2.8,2.28,1.9,1.55,1.3,1.06,0.82,0.75,0.66,0.66,0.71,3.86,3.12,2.61,2.14,1.77,1.41,1.22,1.01,1.06,0.97,1.58,1.22,1.06,0.84,0.71,0.59,0.47,0.35,0.4,0.26,0.4,0.31,1.4,1.14,0.95,0.775,0.65,0.53,0.41,0.375,0.33,0.33,0.355,1.2867,1.04,0.87,0.7133,0.59,0.47,0.4067,0.3367,0.3533,0.3233,27285.0,17051.0,1290.0
2026-04-23,81.42,79.64,78.26,77.01,75.82,75.15,74.24,73.71,73.55,73.17,72.62,72.1,71.85,1.78,1.38,1.25,1.19,0.67,0.91,0.53,0.16,0.38,0.55,0.52,0.25,3.16,2.63,2.44,1.86,1.58,1.44,0.69,0.54,0.93,1.07,0.77,4.41,3.82,3.11,2.77,2.11,1.6,1.07,1.09,1.45,1.32,1.78,1.38,1.25,1.19,0.67,0.91,0.53,0.16,0.38,0.55,0.52,0.25,1.58,1.315,1.22,0.93,0.79,0.72,0.345,0.27,0.465,0.535,0.385,1.47,1.2733,1.0367,0.9233,0.7033,0.5333,0.3567,0.3633,0.4833,0.44,39496.0,24092.0,1104.0
2026-04-24,80.47,78.87,77.61,76.5,75.51,74.87,74.21,73.42,73.17,72.55,72.22,71.69,71.42,1.6,1.26,1.11,0.99,0.64,0.66,0.79,0.25,0.62,0.33,0.53,0.27,2.86,2.37,2.1,1.63,1.3,1.45,1.04,0.87,0.95,0.86,0.8,3.97,3.36,2.74,2.29,2.09,1.7,1.66,1.2,1.48,1.13,1.6,1.26,1.11,0.99,0.64,0.66,0.79,0.25,0.62,0.33,0.53,0.27,1.43,1.185,1.05,0.815,0.65,0.725,0.52,0.435,0.475,0.43,0.4,1.3233,1.12,0.9133,0.7633,0.6967,0.5667,0.5533,0.4,0.4933,0.3767,43105.0,21170.0,771.0
2026-04-27,81.54,79.7,78.21,76.98,75.99,75.17,74.65,74.0,73.49,72.81,72.6,72.27,71.72,1.84,1.49,1.23,0.99,0.82,0.52,0.65,0.51,0.68,0.21,0.33,0.55,3.33,2.72,2.22,1.81,1.34,1.17,1.16,1.19,0.89,0.54,0.88,4.56,3.71,3.04,2.33,1.99,1.68,1.84,1.4,1.22,1.09,1.84,1.49,1.23,0.99,0.82,0.52,0.65,0.51,0.68,0.21,0.33,0.55,1.665,1.36,1.11,0.905,0.67,0.585,0.58,0.595,0.445,0.27,0.44,1.52,1.2367,1.0133,0.7767,0.6633,0.56,0.6133,0.4667,0.4067,0.3633,19512.0,11983.0,422.0
2026-04-28,82.77,80.45,78.76,77.28,76.03,75.1,74.24,73.56,73.13,72.57,72.01,72.24,71.23,2.32,1.69,1.48,1.25,0.93,0.86,0.68,0.43,0.56,0.56,-0.23,1.01,4.01,3.17,2.73,2.18,1.79,1.54,1.11,0.99,1.12,0.33,0.78,5.49,4.42,3.66,3.04,2.47,1.97,1.67,1.55,0.89,1.34,2.32,1.69,1.48,1.25,0.93,0.86,0.68,0.43,0.56,0.56,-0.23,1.01,2.005,1.585,1.365,1.09,0.895,0.77,0.555,0.495,0.56,0.165,0.39,1.83,1.4733,1.22,1.0133,0.8233,0.6567,0.5567,0.5167,0.2967,0.4467,31247.0,14188.0,738.0
2026-04-29,85.65,82.53,80.19,78.19,76.79,75.64,74.38,73.83,73.54,72.9,72.28,71.97,71.56,3.12,2.34,2.0,1.4,1.15,1.26,0.55,0.29,0.64,0.62,0.31,0.41,5.46,4.34,3.4,2.55,2.41,1.81,0.84,0.93,1.26,0.93,0.72,7.46,5.74,4.55,3.81,2.96,2.1,1.48,1.55,1.57,1.34,3.12,2.34,2.0,1.4,1.15,1.26,0.55,0.29,0.64,0.62,0.31,0.41,2.73,2.17,1.7,1.275,1.205,0.905,0.42,0.465,0.63,0.465,0.36,2.4867,1.9133,1.5167,1.27,0.9867,0.7,0.4933,0.5167,0.5233,0.4467,48368.0,20022.0,890.0
2026-04-30,85.48,82.72,80.61,78.9,77.17,76.54,75.41,74.99,74.43,73.44,73.09,72.6,72.1,2.76,2.11,1.71,1.73,0.63,1.13,0.42,0.56,0.99,0.35,0.49,0.5,4.87,3.82,3.44,2.36,1.76,1.55,0.98,1.55,1.34,0.84,0.99,6.58,5.55,4.07,3.49,2.18,2.11,1.97,1.9,1.83,1.34,2.76,2.11,1.71,1.73,0.63,1.13,0.42,0.56,0.99,0.35,0.49,0.5,2.435,1.91,1.72,1.18,0.88,0.775,0.49,0.775,0.67,0.42,0.495,2.1933,1.85,1.3567,1.1633,0.7267,0.7033,0.6567,0.6333,0.61,0.4467,53601.0,14625.0,459.0
